level_0,index,ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Species,Hcp,CID,Melting Point,log Hcp,MeltingPointPredicted,PredictedSolValues,ActualSolValues,PredictedHcpValues,ActualHcpValues,rfrMeltingPoint
263,259,A-434,4-nonylphenol,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3",IGFHQQFPSIBGKE-UHFFFAOYSA-N,CCCCCCCCCc1ccc(O)cc1,-4.4980268403,0.0,1,G1,220.356,4.685300000000005,69.80380000000005,16.0,1.0,1.0,1.0,8.0,90.0,1.0,0.0,0.0,1.0,20.23,99.51011590126248,2.005636511455824,263.2683698322741,1-hydroxy-4-nonylbenzene,0.29,1752.0,42.0,-0.5376020021010439,67.97758213222473,-4.771647626060814,-4.4980268403,-0.7043812152771998,-0.5376020021010439,73.87296934513685
269,265,A-447,"(2E)-3,7-dimethylocta-2,6-dien-1-ol","InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",GLZPCOQZEFWAFX-JXMROGBWSA-N,CC(C)=CCC\C(C)=C\CO,-2.3519095035,0.41816205785,2,G3,154.253,2.6714000000000016,49.50780000000003,11.0,1.0,1.0,1.0,4.0,64.0,0.0,0.0,0.0,0.0,20.23,69.43875774522651,3.54438743137085,150.25571236699292,"($E$)-3,7-dimethyl-2,6-octadien-1-ol",0.17,637566.0,-15.0,-0.769551078621726,-27.33785011650637,-2.388766280469389,-2.3519095035,-0.7701590400956666,-0.769551078621726,-25.84723999718998
273,269,A-454,tris(2-butoxyethyl) phosphate,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3",WTLBZVNBAKMVDP-UHFFFAOYSA-N,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-2.7785623319,0.1097811659499998,2,G3,398.47700000000026,4.594400000000005,102.64350000000007,26.0,7.0,0.0,8.0,21.0,158.0,0.0,0.0,0.0,0.0,72.45000000000002,159.1741490240883,4.044873528639152,281.1125944136552,tris(2-butoxyethyl) phosphate,820000.0,6540.0,-70.0,5.913813852383716,203.11305012804564,-3.217423723525761,-2.7785623319,5.269165438632769,5.913813852383716,200.55044283052982
275,271,A-458,1-chloro-2-nitro-4-(trifluoromethyl)benzene,"InChI=1S/C7H3ClF3NO2/c8-5-2-1-4(7(9,10)11)3-6(5)12(13)14/h1-3H",TZGFQIXRVUHDLE-UHFFFAOYSA-N,[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,-2.5337046723,0.0,1,G1,225.553,3.2670000000000003,43.1084,14.0,2.0,0.0,7.0,1.0,76.0,1.0,0.0,0.0,1.0,43.14,81.24919339205375,3.267886414704282,377.6879236408014,1-chloro-2-nitro-4-(trifluoromethyl)-benzene,0.072,8462.0,-2.5,-1.1426675035687315,-31.779581008176212,-2.9182942252255595,-2.5337046723,-0.7975131513311112,-1.1426675035687317,-5.024700673409314
283,279,A-470,quinolin-8-ol,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H",MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12,-2.3496052546,0.0408401606883919,3,G5,145.16099999999997,1.9404,43.407800000000016,11.0,2.0,1.0,2.0,0.0,54.0,2.0,0.0,0.0,2.0,33.120000000000005,64.1269493843747,2.9131611636048604,378.7244463345713,8-hydroxyquinoline,17.0,1923.0,75.5,1.2304489213782739,36.29953060591402,-2.27063502360876,-2.3496052546,1.7450234527145885,1.230448921378274,49.461579653622664
287,283,A-476,(2E)-but-2-ene,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3+",IAQRGUVFOMOMEM-ONEGZZNKSA-N,C\C=C\C,-1.9394650737,0.0505674631499999,2,G3,56.108,1.5824,20.488,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,27.14447433883512,2.549193338482967,15.219280948873624,{\it trans}-2-butene,3.9e-05,62695.0,-122.2,-4.4089353929735005,-160.20749059949011,-2.0235876169669136,-1.9394650737,-4.105041112334017,-4.4089353929735005,-147.07721632534464
289,285,A-478,"2-methylbuta-1,3-diene","InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",RRHGJUQNOFWUDK-UHFFFAOYSA-N,CC(=C)C=C,-2.0257332357,0.0,1,G1,68.11900000000001,1.7485,25.01099999999999,5.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,32.81981342104747,3.204805417886435,51.058650025961626,"2-methyl-1,3-butadiene",0.00013,6557.0,-145.9,-3.886056647693163,-140.01117735311138,-2.0334569298025014,-2.0257332357,-3.90704629535626,-3.886056647693163,-140.36359957534503
293,289,A-485,1-phenylethan-1-one,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1,-1.2803868403,0.059623190181019,4,G5,120.15099999999995,1.8892,36.44650000000001,9.0,1.0,0.0,1.0,1.0,46.0,1.0,0.0,0.0,1.0,17.07,54.32280944833394,2.981454614041131,201.06743705866424,1-phenylethanone,1.1,7410.0,20.0,0.04139268515822507,-45.395559509153145,-1.5294136656771642,-1.2803868403,-0.0756770174463994,0.041392685158225,-38.92372308373158
299,295,A-494,"2,6-dimethylphenol","InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",NXXYKOUNUYWIHA-UHFFFAOYSA-N,Cc1cccc(C)c1O,-1.292396158,0.1280709971038379,6,G5,122.167,2.00904,37.5808,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,20.23,54.95552110048619,3.2478347337367026,195.55766205433733,"1-hydroxy-2,6-dimethylbenzene",2.3,11335.0,45.7,0.3617278360175928,-34.6957851841782,-1.3329276656691618,-1.292396158,0.6662792913949355,0.3617278360175928,-23.330448291750706
303,299,A-498,"2,4-dichloroaniline","InChI=1S/C6H5Cl2N/c7-4-1-2-6(9)5(8)3-4/h1-3H,9H2",KQCMTOWTPBNWDB-UHFFFAOYSA-N,Nc1ccc(Cl)cc1Cl,-2.4171742578,0.0695895878999999,2,G3,162.019,2.575600000000001,40.87440000000001,9.0,1.0,1.0,3.0,0.0,48.0,1.0,0.0,0.0,1.0,26.02,63.37782627027303,3.171678030440915,222.2978870500104,"2,4-dichlorobenzenamine",6.2,11123.0,63.5,0.7923916894982539,25.108677234183478,-2.3732900829732,-2.4171742578,0.4696893388454778,0.7923916894982539,13.027590634745005
311,307,A-511,decanoic acid,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(O)=O,-3.4452161366000005,0.1925513920000003,2,G3,172.268,3.2117000000000013,50.24580000000002,12.0,1.0,1.0,2.0,8.0,72.0,0.0,0.0,0.0,0.0,37.3,74.97948590963883,2.86138733944056,110.40620687739316,decanoic acid,6.5,135373094.0,31.9,0.8129133566428555,67.8804120250183,-3.3230660341780283,-3.4452161366000005,0.9437613550831788,0.8129133566428555,67.04563906035834
313,308,A-514,2-methylpropane,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",NNPPMTNAJDCUHE-UHFFFAOYSA-N,CC(C)C,-2.977604072,0.2653704444053532,5,G5,58.124,1.6623,20.512,4.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,27.83407737101937,2.3237900077244498,4.754887502163469,2-methylpropane,9.1e-06,6360.0,-138.3,-5.040958607678906,-137.8160119778484,-3.395349480019793,-2.977604072,-4.8273706733934905,-5.040958607678906,-113.89525238672502
314,309,A-515,butane,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",IJDNQMDRQITEOD-UHFFFAOYSA-N,CCCC,-2.977604072,0.256788365204484,5,G5,58.124,1.8064,20.582,4.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,27.834077371019376,1.9747448713915887,2.0,butane,1.2e-05,7843.0,-138.2,-4.920818753952375,-133.98764841169466,-2.9817574487720475,-2.977604072,-4.605797572290693,-4.920818753952375,-123.77905808357502
315,310,A-516,ethane,InChI=1S/C2H6/c1-2/h1-2H3,OTMSDBZUPAUEDD-UHFFFAOYSA-N,CC,-2.6913820060000004,0.5995869859675704,5,G4,30.07,1.0262,11.348000000000004,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,15.104193142226158,1.0,0.0,ethane,1.9e-05,6324.0,-182.8,-4.72124639904717,-139.35431410838785,-1.7813007919565849,-2.6913820060000004,-4.631430687941079,-4.72124639904717,-173.77732569539964
320,315,A-525,"6-phenyl-1,3,5-triazine-2,4-diamine","InChI=1S/C9H9N5/c10-8-12-7(13-9(11)14-8)6-4-2-1-3-5-6/h1-5H,(H4,10,11,12,13,14)",GZVHEAJQGPRDLQ-UHFFFAOYSA-N,Nc1nc(N)nc(n1)c2ccccc2,-2.4941685135,0.13650063605,2,G3,187.20600000000005,0.7029999999999998,54.08780000000001,14.0,5.0,2.0,5.0,1.0,70.0,2.0,0.0,0.0,2.0,90.71,80.82722266242597,2.521303589694852,419.9602312593866,"2,4-diamino-6-phenyl-1,3,5-triazine",240000.0,7064.0,226.5,5.3802112417116055,174.45801177017205,-2.458120978250371,-2.4941685135,8.128528875073258,5.3802112417116055,260.5587742242086
331,326,A-551,naphthalene,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,c1ccc2ccccc2c1,-4.3112256046,0.7189518625146027,5,G4,128.17399999999995,2.839800000000001,43.94800000000003,10.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,2.0,0.0,60.11306765123217,2.888051601657992,271.01518240905483,naphthalene,0.021,931.0,80.2,-1.6777807052660805,23.991721089786612,-4.033473865970235,-4.3112256046,-1.739038102188183,-1.6777807052660805,10.66050316834825
333,328,A-554,(4R)-1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m0/s1",XMGQYMWWDOXHJM-JTQLQIEISA-N,CC(=C)[C@@H]1CCC(=CC1)C,-4.346837785,0.1742664177978777,3,G5,136.238,3.308900000000002,45.91200000000003,10.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,1.0,1.0,0.0,63.63869283950127,2.495412226862891,162.8771237954945,($S$)-1-methyl-4-(1-methylethenyl)-cyclohexene,0.00035,440917.0,-86.4333333333,-3.455931955649724,-31.2116605157036,-4.151410213988842,-4.346837785,-3.462476137286023,-3.455931955649724,-39.42665855921811
337,332,A-558,2-benzoyl-5-methoxyphenol,"InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3",DXGLGDHPHMLXJC-UHFFFAOYSA-N,COc1ccc(c(O)c1)C(=O)c2ccccc2,-4.5802538276,0.1505149978499997,2,G3,228.247,2.6318,64.53330000000003,17.0,3.0,1.0,3.0,3.0,86.0,2.0,0.0,0.0,2.0,46.53,99.28768263610088,2.382869010605733,532.4185153473758,oxybenzone,660.0,4632.0,65.5,2.8195439355418683,178.32478406936391,-4.358349254891877,-4.5802538276,4.058616608528939,2.8195439355418683,208.71774291136893
339,334,A-563,ethyl benzoate,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",MTZQAGJQAFMTAQ-UHFFFAOYSA-N,CCOC(=O)c1ccccc1,-2.3999022404,0.0646548303093888,3,G5,150.177,1.8633,42.39850000000003,11.0,2.0,0.0,2.0,2.0,58.0,1.0,0.0,0.0,1.0,26.3,65.80129679223742,2.6930079504145,228.57786591623355,ethyl benzoate,0.097,7165.0,-34.0,-1.013228265733755,-33.13662905816111,-2.266981932214692,-2.3999022404,-0.6401159125687446,-1.013228265733755,-26.69267632798979
354,349,A-588,toluene,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,-2.2062982993,0.0231346988532763,3,G5,92.141,1.99502,31.17899999999999,7.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,43.79634523389357,3.0214653097240864,129.96566024533826,methylbenzene,0.0015,1140.0,-94.9,-2.823908740944318,-98.76732662373107,-2.216925636152277,-2.2062982993,-2.782022977342916,-2.823908740944318,-96.99720861399625
360,355,A-601,ethoxybenzene,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3",DLRJIFUOBPOJNS-UHFFFAOYSA-N,CCOc1ccccc1,-2.3318416428,0.5739888603000001,2,G2,122.16699999999996,2.0853,37.61100000000001,9.0,1.0,0.0,1.0,2.0,48.0,1.0,0.0,0.0,1.0,9.23,55.274832577797056,2.61489994009295,157.4784207656209,ethoxybenzene,0.017,7674.0,-29.5,-1.7695510786217257,-60.02590093131472,-1.9511796651048177,-2.3318416428,-1.430973832203566,-1.7695510786217257,-64.83215557758632
368,363,A-617,urea,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",XSQUKJJJFZCRTK-UHFFFAOYSA-N,NC(N)=O,0.9578400994,0.0293940437,2,G3,60.056,-0.9762000000000002,13.7708,4.0,1.0,2.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,69.11,23.580554521898744,2.8030394876740514,29.01955000865388,urea,5700000.0,1176.0,132.7,6.755874855672491,76.86960050376817,0.7137248603063164,0.9578400994,6.712289583689848,6.755874855672491,85.4818613164057
372,367,A-622,3-chloroaniline,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",PNPCRKVUWYDDST-UHFFFAOYSA-N,Nc1cccc(Cl)c1,-1.3733684129,0.0268237251999999,2,G3,127.574,1.9222,35.86440000000001,8.0,1.0,1.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,26.02,53.07456004339135,3.077660437970554,168.38833891467198,1-amino-3-chlorobenzene,9.8,7932.0,-10.4,0.9912260756924949,-11.318914416644596,-1.4411276222018292,-1.3733684129,1.167419855614108,0.9912260756924948,-2.928319033847898
375,370,A-626,cyclopentene,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",LPIQUOYDBNQMRZ-UHFFFAOYSA-N,C1CC=CC1,-2.1049144818000003,0.2621168996999998,2,G3,68.11900000000001,1.7265,22.991,5.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,1.0,0.0,32.50358529970249,2.3238508690240813,38.0,cyclopentene,0.00023,8882.0,-135.1,-3.638272163982407,-128.87133153377235,-2.012442221748444,-2.1049144818000003,-3.673655790714164,-3.638272163982407,-133.78735350069218
378,373,A-639,hexafluoroethane,"InChI=1S/C2F6/c3-1(4,5)2(6,7)8",WMIYKQLTONQJES-UHFFFAOYSA-N,FC(F)(F)C(F)(F)F,-2.4239072122,0.9124963939,2,G2,138.01000000000002,2.111,12.11,8.0,0.0,0.0,6.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.09740555978356,4.020391543176799,61.50977500432693,hexafluoroethane,6.5e-07,6431.0,-100.7,-6.187086643357143,-197.02278129897562,-2.4894663083744586,-2.4239072122,-4.574575988356718,-6.187086643357143,-142.95280426536118
383,378,A-648,"2,6-di-tert-butyl-4-[(dimethylamino)methyl]phenol","InChI=1S/C17H29NO/c1-16(2,3)13-9-12(11-18(7)8)10-14(15(13)19)17(4,5)6/h9-10,19H,11H2,1-8H3",VMZVBRIIHDRYGK-UHFFFAOYSA-N,CN(C)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-2.7113870277,1.210300847216804,4,G4,263.42499999999995,4.048800000000004,82.89780000000006,19.0,2.0,1.0,2.0,2.0,108.0,1.0,0.0,0.0,1.0,23.47,117.99983380025904,3.4787084336700778,412.30547357609953,"2,6-di-{\it tert}-butyl-4-(dimethylaminomethyl)phenol",4800.0,66609.0,93.5,3.681241237375587,129.2180314960888,-4.242836154596923,-2.7113870277,2.550864315732471,3.681241237375587,155.93942153816567
387,382,A-655,"1-N-phenylbenzene-1,4-diamine","InChI=1S/C12H12N2/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9,14H,13H2",ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,-2.5631304762,0.0,1,G1,184.242,3.0124000000000013,60.579100000000025,14.0,2.0,2.0,2.0,2.0,70.0,2.0,0.0,0.0,2.0,38.05,83.37825020618176,2.155110851234288,392.4267229032693,"N-phenyl-1,4-benzenediamine",27000.0,7564.0,66.0,4.431363764158987,147.047439839376,-2.678580056128808,-2.5631304762,4.563911577900691,4.431363764158987,156.0010418728707
390,385,A-659,pyridine-3-carboxamide,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(=O)c1cccnc1,0.6121583154,0.0,1,G1,122.12699999999997,0.1805000000000001,32.7549,9.0,2.0,1.0,3.0,1.0,46.0,1.0,0.0,0.0,1.0,55.98,52.51740601189656,2.981454614041131,207.5576620543373,niacinamide,3400000.0,936.0,130.0,6.5314789170422545,83.88124262419625,0.2577232807184249,0.6121583154,5.165771664911584,6.531478917042255,54.88259351335005
393,388,A-662,"3,5-dimethylphenol","InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",TUAMRELNJMMDMT-UHFFFAOYSA-N,Cc1cc(C)cc(O)c1,-1.3879839049,0.00527509115,2,G3,122.16699999999996,2.00904,37.5808,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,20.23,54.95552110048619,3.165670309917317,165.32984016148868,"1-hydroxy-3,5-dimethylbenzene",16.0,7948.0,63.6,1.2041199826559246,-3.9360789147991455,-1.3310140965941932,-1.3879839049,0.9986867668561517,1.2041199826559246,-12.816384593333696
395,390,A-666,"2,6-dimethylheptan-4-one","InChI=1S/C9H18O/c1-7(2)5-9(10)6-8(3)4/h7-8H,5-6H2,1-4H3",PTTPXKJBFFKCEK-UHFFFAOYSA-N,CC(C)CC(=O)CC(C)C,-2.4540578458,0.3572114815085936,3,G5,142.242,2.6477000000000013,43.917000000000016,10.0,1.0,0.0,1.0,4.0,60.0,0.0,0.0,0.0,0.0,17.07,63.82031004304616,3.4443870603345483,91.29589375350572,"2,6-dimethyl-4-heptanone",0.082,7958.0,-41.5,-1.0861861476162833,-33.242798875600556,-2.532183662321233,-2.4540578458,-1.2157955237912452,-1.0861861476162833,-34.172184757561965
396,391,A-667,"4-allyl-1,2-dimethoxybenzene","InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4,6-8H,1,5H2,2-3H3",ZYEMGPIYFIJGTP-UHFFFAOYSA-N,COc1ccc(CC=C)cc1OC,-2.5520132395,0.0,1,G1,178.231,2.432300000000001,53.44700000000003,13.0,2.0,0.0,2.0,4.0,70.0,1.0,0.0,0.0,1.0,18.46,78.7936011183095,2.975326756105488,292.141794956603,"1,2-dimethoxy-4-(2-propenyl)-benzene",1.8,7127.0,-4.0,0.25527250510330607,13.517106618229114,-2.4976452416158903,-2.5520132395,0.3210742967283625,0.255272505103306,13.386539742129656
400,395,A-674,4-ethenylcyclohex-1-ene,"InChI=1S/C8H12/c1-2-8-6-4-3-5-7-8/h2-4,8H,1,5-7H2",BBDKZWKEPDTENS-UHFFFAOYSA-N,C=CC1CCC=CC1,-3.3351930307,0.0,1,G1,108.18399999999998,2.5287000000000006,36.678,8.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,1.0,1.0,0.0,50.90880861070806,2.371415795500836,100.60593781761293,4-ethenylcyclohexene,0.00022,7499.0,-108.9,-3.6575773191777934,-79.08329046773206,-3.352001947252933,-3.3351930307,-3.4116962980343115,-3.6575773191777934,-70.55942886341037
406,401,A-683,undecan-1-ol,"InChI=1S/C11H24O/c1-2-3-4-5-6-7-8-9-10-11-12/h12H,2-11H2,1H3",KJIOQYGWTQBHNH-UHFFFAOYSA-N,CCCCCCCCCCCO,-4.4804406676,0.0,1,G1,172.31199999999998,3.5095000000000023,54.31280000000004,12.0,1.0,1.0,1.0,9.0,74.0,0.0,0.0,0.0,0.0,20.23,77.18290592399167,2.72724281291869,61.40436410139085,1-undecanol,0.14,8184.0,19.0,-0.8538719643217619,57.17887078942803,-3.928771689822276,-4.4804406676,-0.5932041553282072,-0.8538719643217619,42.883985672203366
409,404,A-690,"2-quinolin-2-yl-1H-indene-1,3(2H)-dione","InChI=1S/C18H11NO2/c20-17-12-6-2-3-7-13(12)18(21)16(17)15-10-9-11-5-1-4-8-14(11)19-15/h1-10,16H",IZMJMCDDWKSTTK-UHFFFAOYSA-N,O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14,-4.7011861265,0.75377624935,2,G2,273.291,3.397600000000001,79.58700000000003,21.0,3.0,0.0,3.0,1.0,100.0,3.0,0.0,1.0,4.0,47.03,120.80184922799086,1.8649637073068857,863.3687317678382,quinophthalone,160000000.0,6731.0,241.0,8.204119982655925,354.8635701497601,-5.057892291528083,-4.7011861265,6.464141209071122,8.204119982655925,314.03147109419785
419,414,A-708,"1,3,5-trimethylbenzene","InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1,-3.382657059,0.0070911523000003,2,G3,120.19499999999998,2.611860000000001,40.65300000000001,9.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,56.52622946268679,3.165670309917317,160.80051514850786,"1,3,5-trimethylbenzene",0.0017,7947.0,-44.7,-2.769551078621726,-48.84099119617228,-3.2857087702468872,-3.382657059,-2.764033119362425,-2.769551078621726,-52.63702583811705
421,416,A-713,2-chloro-1-methyl-4-nitrobenzene,"InChI=1S/C7H6ClNO2/c1-5-2-3-6(9(10)11)4-7(5)8/h2-4H,1H3",LLYXJBROWQDVMI-UHFFFAOYSA-N,Cc1ccc(cc1Cl)[N+]([O-])=O,-3.5442781768,0.0,1,G1,171.583,2.556620000000001,42.84340000000002,11.0,2.0,0.0,4.0,1.0,58.0,1.0,0.0,0.0,1.0,43.14,68.75258718327504,3.1515496683060507,298.492089776386,2-chloro-1-methyl-4-nitrobenzene,0.24,8491.0,66.5,-0.619788758288394,26.284549116435528,-3.379797710770992,-3.5442781768,-0.4952053096474206,-0.619788758288394,23.515920250033883
423,418,A-718,"N,N-dipropylpropan-1-amine","InChI=1S/C9H21N/c1-4-7-10(8-5-2)9-6-3/h4-9H2,1-3H3",YFTHZRPMJXBUME-UHFFFAOYSA-N,CCCN(CCC)CCC,-2.4722202552000003,0.0992761758238562,3,G5,143.27399999999997,2.5184000000000006,47.31300000000002,10.0,1.0,0.0,1.0,6.0,62.0,0.0,0.0,0.0,0.0,3.24,65.41862161320577,3.2950821163049606,47.48394345536403,"N,N-dipropyl-1-propanamine",0.026,7616.0,-93.5,-1.585026652029182,-48.394701564570404,-2.5062901279523566,-2.4722202552000003,-1.3883786521688808,-1.585026652029182,-40.732530878776835
424,419,A-719,ammonia,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,1.4518068893,0.029165463768454,4,G5,17.031,0.1619999999999999,5.0221,1.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,35.0,7.50422812385033,0.0,0.0,ammonia,0.59,222.0,-77.7,-0.22914798835785583,-165.95168026593151,-0.0258496515921634,1.4518068893,1.0853021044660405,-0.2291479883578558,-63.52752300902363
431,426,A-738,4-tert-butylbenzoic acid,"InChI=1S/C11H14O2/c1-11(2,3)9-6-4-8(5-7-9)10(12)13/h4-7H,1-3H3,(H,12,13)",KDVYCTOWXSLNNI-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)C(O)=O,-3.5779623367,1.2010447742208212,3,G4,178.23099999999997,2.682300000000001,52.10130000000003,13.0,1.0,1.0,2.0,1.0,70.0,1.0,0.0,0.0,1.0,37.3,78.21186954371979,3.0087408289185604,303.8573181770073,$p$-{\it tert}-butylbenzoic acid,35.0,7403.0,164.5,1.5440680443502754,96.61778018794911,-3.305935423213761,-3.5779623367,1.6586134565318151,1.5440680443502754,89.12321559937803
435,430,A-743,"1,1,1,2,2-pentafluoroethane","InChI=1S/C2HF5/c3-1(4)2(5,6)7/h1H",GTLACDSXYULKMZ-UHFFFAOYSA-N,FC(F)C(F)(F)F,-1.4164957907,0.0364041152,2,G3,120.02,1.8138,12.059,7.0,0.0,0.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,35.93187015685733,3.541196965079901,51.5907190016011,pentafluoroethane,3.5e-05,9633.0,-103.0,-4.455931955649724,-183.130578977069,-1.6220456709147617,-1.4164957907,-4.367641963777731,-4.455931955649724,-171.89597744625877
436,431,A-744,"2,3-dimethylphenol","InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",QWBBPBRQALCEIZ-UHFFFAOYSA-N,Cc1cccc(O)c1C,-1.4241960776,0.0341826406499998,2,G3,122.167,2.00904,37.5808,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,20.23,54.9555211004862,3.2478347337367026,195.55766205433733,"1-hydroxy-2,3-dimethylbenzene",9.3,10687.0,72.8,0.9684829485539351,-9.961288525518334,-1.3329276656691618,-1.4241960776,0.8980756843809811,0.9684829485539352,-15.944049539396788
450,445,A-779,"2,4,6-trichloro-1,3,5-triazine",InChI=1S/C3Cl3N3/c4-1-7-2(5)9-3(6)8-1,MGNCLNQXLYJVJD-UHFFFAOYSA-N,Clc1nc(Cl)nc(Cl)n1,-2.6223388564,0.05726798815,2,G3,184.413,1.8318000000000003,34.857,9.0,3.0,0.0,6.0,0.0,48.0,1.0,0.0,0.0,1.0,38.67,66.00014574298152,3.165670309917317,175.06517765499825,"2,4,6-trichloro-1,3,5-triazine",20.0,7954.0,154.0,1.301029995663981,49.722268036957196,-1.4967535420438909,-2.6223388564,1.052484902389826,1.301029995663981,-4.311888425094639
463,458,A-803,hexan-1-ol,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,-1.382910122,0.2752101014089659,4,G5,102.177,1.559,31.22779999999998,7.0,1.0,1.0,1.0,4.0,44.0,0.0,0.0,0.0,0.0,20.23,45.35819535200859,2.447472887876344,23.36099039894992,1-hexanol,0.57,8103.0,-44.6,-0.24412514432750862,-50.29356881193333,-0.9296781930394296,-1.382910122,-0.6146721944374915,-0.2441251443275086,-80.6698159939785
