CID,Melting Point
697993,MP: 170-173 °C /Technical mercaptobenzothiazole/
697993,177-179°C
697993,180-182 °C
7090,126.0 °C
7407,"-9 °F (NTP, 1992)"
7407,-23.2 °C
7407,-23 °C
7407,-10°F
3314,"15.4 to 15.6 °F (NTP, 1992)"
3314,-9.1 °C
3314,-9.2 to -9.1 °C
3314,-12.00to-10.00°C.@760.00mmHg
9741,-69.0 °C
10564,500 °C (decomposes)
7912,"-78 °F (NTP, 1992)"
7912,-61.0 °C
7912,-61 °C
7912,-78°F
7912,-141°F
442428,83°C
11029,"662 °F (Decomposes) (NIOSH, 2016)"
11029,Decomposes at 350
11029,990 °C
11029,662°F (decomposes)
11029,662°F (Decomposes)
6782,"-83 °F (NTP, 1992)"
6782,-64 °C
6782,<25°C
6782,-37 °C
7355,-40 °C
1550846,22.0 °C
8025,"-110 °F (USCG, 1999)"
8025,-79.6 °C
8025,-80.5 °C
8025,-80.5°C
8025,-80 °C
8025,-113°F
5610,164.5 °C
5610,164-165 °C
5610,MP: 269 °C /TYRAMINE HYDROCHLORIDE/
5610,164-165°C
7337,141.0 °C
14821,1700 °C
8892,"27 °F (NTP, 1992)"
8892,-3.0 °C
8892,-3.4 °C
8892,-4.00to-3.00°C.@760.00mmHg
8892,-3 °C
6507,-20.0 °C
7048611,208°C
6249,"202 °C, with decomposition"
6249,208°C
7577,"197 to 198 °F (NTP, 1992)"
7577,92.5 °C
7577,92.5°C
7577,91.5-92 °C
7577,198°F
3293,"less than 32 °F (NTP, 1992)"
3293,Approximately 0 °C
31289,"145 °F (NTP, 1992)"
31289,-19.3 °C
6409,-43.5 °C
8165,"-13 °F (USCG, 1999)"
8165,-25.0 °C
8165,-25 °C
8165,-13°F
8064,"61 °F (NTP, 1992)"
8064,20.4 °C
8064,20.43 °C
8064,20 °C
10914,64.5 °C
753,"64 °F (NTP, 1992)"
753,18.2 °C
753,18.1 °C
753,20°C
753,18 °C
753,64°F
22326046,-0.43°C
784,"31.3 °F (NTP, 1992)"
784,"31 to 40 °F for concentrations greater than 52% (EPA, 1998)"
784,-0.43 °C
784,-0.43°C
784,"-11 °C (90%), -39 °C (70%)"
784,12°F
5788,177.0 °C
7318,229.5 °C
7440,"86 to 88 °F (NTP, 1992)"
7440,30.5 °C
7440,30-31 °C
11906,-17.0 °C
11906,-17 °C
8794,"-10.8 °F (EPA, 1998)"
8794,-23.8 °C
8794,-23.8°C
57371080,>300 °C
8207,32.5 °C
8207,Heat Fusion at Melting point = 4.5120X10+7 J/kmol (for the beta form)
8207,32.00to33.00°C.@760.00mmHg
8207,30-32 °C
8163,15.0 °C
8163,15 °C
8163,15°C
19460,-70 °C
5564,55-57 °C
5564,55.65 °C
5564,54-57.3 °C
73981,350 °C (decomposes)
8193,"75 °F (USCG, 1999)"
8193,24.0 °C
8193,24 °C
8193,24°C
107166,75-76°C
66686,212.0 °C
7230,104 °C (MIN)
6327182,"842 °F (EPA, 1998)"
6327182,449.8 °C
6327182,449.5 °C
6327182,842°F
8194,44.5 °C
8194,44.5°C
8581,"356 °F (decomposes) (NTP, 1992)"
14899,"-148 °F (USCG, 1999)"
14899,-100 °C
23993,"2732 °F (NIOSH, 2016)"
23993,1522 °C
23993,1526°C
23993,2732°F
5370325,-10.0 °C
6618,"356 to 363 °F (NTP, 1992)"
6618,181.0 °C
6618,179 °C
6618,Bromine content = 58.4%; specific gravity = 2.17; melting point = 179-181 °C /Commercial product/
26633,172-176 °C
6854,"473 to 475 °F (NTP, 1992)"
6854,246.2 °C
6854,245 °C
6777,"144 to 149 °F (NTP, 1992)"
6777,66.0 °C
6777,66 °C
5369459,57-59°C
27902,98.5°C
7789,82 °C
17092,4.0 °C
6625,"293 to 298 °F (NTP, 1992)"
6625,147.9 °C
18320,"-33 °F (NTP, 1992)"
8138,-27.5 °C
8138,27.5°C
5870,258-261 °C
5870,260.2 °C
5870,Crystals from acetone; mp: 251-254 °C /dl-Estrone/
5870,MP: 134-135 °C /Estrone propionate/
5870,258-260°C
5870,489.2°F
31404,"156 to 160 °F (NTP, 1992)"
31404,71.0 °C
31404,70 °C
31404,71°C
31404,158°F
8679,"226 °F (NTP, 1992)"
8679,108.0 °C
8679,108 °C
8679,108°C
8679,226°F
7459,-87.9333333333 °C
7459,-89.84 °C
7459,-87.6°C
93528,69.4 °C
8209,"99.7 °F (USCG, 1999)"
8209,39.5 °C
8209,37.7 °C
8209,Liquid Molar Volume = 0.2604 cu m/kmol (determined at the triple point); IG Heat of Formation = -4.8409X10+8 J/kmol; Heat of Fusion at Melting Point = 4.9510X10+7 J/kmol (determined for the beta form)
8209,39.5°C
7232,98.0 °C
7232,93-100 °C
23978,"1981 °F (NIOSH, 2016)"
23978,1083 °C
23978,1981°F
235414,32.0 °C
235414,52-53°C
17204,97.5 °C
6772,109.5 °C
18604,"less than 68 °F (NTP, 1992)"
75819,-99.7 °C
5281612,253.5 °C
5281612,256-258 °C
5281612,228-230°C
6773,177.0 °C
6319,"293 to 306 °F (NTP, 1992)"
6319,144.0 °C
6319,150-151 °C
6319,Specific gravity: 1.28; melting point: 145-152 °C
6688,200.0 °C
6688,196 °C
7547,"482 to 493 °F (NTP, 1992)"
7547,491.2- 493
7547,255.6 °C
7547,254.4 °C
7547,MP: 255.2-256 °C
93038,-30.0 °C
5281515,<25°C
22833340,-32 °C
23931,"-38 °F (USCG, 1999)"
23931,-38.87 °C
23931,-39 °C
23931,-38°F
31284,19.0 °C
31284,19 °C
31284,18.5°C
8343,"-58 °F (NTP, 1992)"
8343,-55.0 °C
8343,-55 °C
8343,-50 °C
8343,-58°F
11345,"1.4 °F (USCG, 1999)"
11345,-57 °C
7450,-63.1 °C
7450,-61 °C
7450,-63.7°C
135369651,61.8°C
985,61.8 °C
985,62.49 °C
985,61.8°C
985,63 °C
11169,17.5 °C
6836,68.0 °C
51040,83.5 °C
8215,81.0 °C
8215,79.95 °C
8215,81°C
11635,"82.9 °F (NTP, 1992)"
11635,28.2 °C
11635,28.17 °C
11635,28°C
8181,30.0 °C
8181,30 °C
8201,"100 °F (NTP, 1992)"
8201,39.1 °C
8201,39.1°C
33599,"-58 °F (NTP, 1992)"
33599,-45.6 °C
33599,-50 °C
14814,"1274 °F (EPA, 1998)"
14814,681 °C
14814,690 °C
14814,1274°F
2124,1291 °C
17596,281 °C
17596,275 °C
17596,537.8°F
93079,50.0 °C
31369,"-202 °F (NTP, 1992)"
31369,-130.0 °C
31369,"Varies with the temperature of crystallization, and the time and temperature of any subsequent annealing; approximately 30-70 °C"
31369,-130 °C
31369,-153°F
6393,-183.5 °C
6393,-183.582 °C
6393,-183.6 °C
11742,75.0 °C
11742,74.5 °C
11048,"572 °F (decomposes) (NTP, 1992)"
4156,"68 °F (NTP, 1992)"
4156,20.0 °C
4156,20 °C
13229,7.3 °C
6654,"-67 °F (NTP, 1992)"
6654,-60.49999999999999 °C
6654,-62.5 °C
6654,-67°F
2286,"46 to 54 °F (NTP, 1992)"
2286,8-12 °C
2286,43°C
2286,46-54°F
8168,22.0 °C
2345,21.0 °C
2345,19 °C
2345,21°C
2345,21 °C
31386,128.5 °C
7900,"-139 °F (NTP, 1992)"
7900,-95.0 °C
7900,-95 °C
7900,-96 °C
7900,-139°F (sets to glass)
7900,-139°F (Sets to glass)
1133,"2.3 °F (NTP, 1992)"
1133,-16.5 °C
1133,2.3°F
1133,2°F
64655,>1500 °C
21208,"322 °F (NTP, 1992)"
21208,161 °C
16682738,"72 to 75 °F (NTP, 1992)"
16682738,22-24 °C
6511,"-202 °F (EPA, 1998)"
6511,133.41 K / -133.7 °C/
6511,-136.8 °C
6511,-202°F
11776,"176 °F (NTP, 1992)"
11776,80.0 °C
11776,80.5 °C
11776,80 °C
65064,140-142°C
36081,-50.0 °C
10635,181.0 °C
10635,181°C
24350,606 °C
13981,"Starts decomposing at approximately 428° F (NTP, 1992)"
5326161,-145.8 °C
5326161,-140.2 °C
18779926,-85.49°C
402,"-121.9 °F (EPA, 1998)"
402,-85.49 °C
402,-85.49°C
402,-85 °C
402,-121.88°F
402,-122°F
109546,167.0 °C
62276,45.0 °C
62276,44-46 °C
16043,"261 to 264 °F (NTP, 1992)"
16043,128.0 °C
16043,126.5-128.5 °C
16043,127-129°C
66793,124.0 °C
707035,"577 to 579 °F (NTP, 1992)"
707035,298.0 °C
7044,"-44 °F (USCG, 1999)"
7044,-38.7333333333 °C
7044,-43 °C
7044,-40 °C
8317,"914 to 923 °F (decomposes) (NTP, 1992)"
8317,492.5 °C
5280531,28.5 °C
5280531,28.5°C
8981,"79 to 81 °F (NTP, 1992)"
8981,26.5 °C
8981,120 °C
8142,-57.8 °C
7875,-59.0 °C
17113,132.0 °C
15797,48.5 °C
15797,45-46 °C
6928,120.5 °C
12620,65-72 °C
12620,72.5 °C
12620,65-72°C
31250,41.0 °C
31250,40 °C
31250,43-44°C
12404,66.1 °C
12404,66.1°C
8221,59.5 °C
8221,"Heat of fusion at melting point = 7.4057X10+7 J/kmol (for the gamma phase, no selection of the alpha phase, crystal I can be made)."
8221,59.5°C
8221,59.8 °C
10472,77 °C
8684,86 °C minimum
5284483,104-108 °C
86472,"82 °F (NTP, 1992)"
17721,79 °C
23995,"3375 °F (NIOSH, 2016)"
23995,1854 °C
23995,1857 °C
23995,3375°F
28838,"-105 °F (NTP, 1992)"
24632,1353 °C
443314,Freezing point = 110 °C
5365371,77.5 °C
5365371,75-80 °C
590836,-48 °C
590836,-43 °C
7641,"-90 °F (NTP, 1992)"
7641,-67.8 °C
7641,-67.8°C
13585,30.0 °C
6693,270.0 °C
6693,273-274 °C
64819,110-125 °C
64819,230-257°F
7773,"129 °F (USCG, 1999)"
7773,49.0 °C
7773,49 °C
7773,49-57 °C
10475,"608 °F (NTP, 1992)"
10475,320 °C (decomposes)
6610,180.0 °C
6610,179.4-180.4 °C
62335,228-229°C
5497163,-4 °C
5497163,-32°C
66932,-70 °C
23741,"77 to 81 °F (NTP, 1992)"
76468,110-113°C
61294,-18.1 °C
61294,-18.1°C
92905,186.5 °C
1549008,195-198°C
33133,46 °C
5280489,176-184ºC
5280489,183.0 °C
5280489,183 °C (evacuated tube)
5280489,183°C
23986,"4041 °F (NIOSH, 2016)"
23986,2233 °C
23986,2222 °C
23986,4041°F
74370,244.0 °C
6690,"878 to 932 °F (decomposes) (NTP, 1992)"
6537,"-94 °F (NTP, 1992)"
6537,-74.0 °C
6537,-74 °C
62306,107.6 °C
670,90 °C
670,90°C
13396,84.0 °C
7303,39.5 °C
7303,36.4 °C
118343040,175°C
811,175.0 °C
811,"162-164 °C WITH DECOMP, ALSO REPORTED AS 172 °C"
811,175°C
7835,"-54.4 to -14.1 °F (EPA, 1998)"
7835,-41.6 °C
7835,-25.6 °C
7835,-57.2°C
7835,-48 °C
7835,-54°F
23690444,"greater than 572 °F (NTP, 1992)"
70807,284.0 °C
433294,"1121 °F (NTP, 1992)"
433294,610 °C
433294,613 °C
6144,300 °C (decomposes)
7837,freezing pt: -41.5 °C
23661960,"for benzoic acidMelting range of benzoic acid isolated by acidification and not recrystallised 121,5 °C to 123,5 °C, after vacuum drying in a sulphuric acid desiccator"
8755,60-61 °C
24825,Sublimes at 1000 °C
204,238.0 °C
204,239 °C /Racemic form/
204,MP: 230 °C (decomposes)
204,239°C
41478,"-31 °F (NTP, 1992)"
2365,"-27 °F (EPA, 1998)"
2365,-33.4ºC
2365,-33.4 °C
2365,-28°F
21917771,"2372 °F (NTP, 1992)"
21917771,Approximately 1340 °C
21917771,2372°F
21917771,2444°F
8096,129.0 °C
8096,134 °C
8096,134°C
2879,"94.6 °F (NTP, 1992)"
2879,35.5 °C
2879,34.77 °C
2879,35.5°C
2879,35 °C
2879,95°F
5284435,"399 to 403 °F (NTP, 1992)"
8635,"75 to 77 °F (NTP, 1992)"
8635,24.5 °C
8635,24.4 °C
8635,24-25°C
24436,884 °C
24436,Latent heat of fusion: 24.4 kJ at melting point
18692,"228 to 230 °F (NTP, 1992)"
18692,113.0 °C
18692,113 °C
24479,"475 °F (NTP, 1992)"
24479,246 °C
24479,246.8 °C
164825,"greater than 572 °F (NTP, 1992)"
7517,"192 to 196 °F (NTP, 1992)"
7517,90.0 °C
7517,89-90 °C
614,205.0 °C
7415,FP: BELOW -77 °C
7415,-60 °C
11125,723 °C
10481,214 °C
10481,217 °C
81766,-86.8°F
8062,"135 to 136 °F (NTP, 1992)"
8062,54.5 °C
8062,54 °C
8062,134°F
7371,"109 to 111 °F (NTP, 1992)"
7371,65.0 °C
7371,50-51 °C (ANHYDROUS)
7371,51 °C
971,"372 °F (Decomposes) (NTP, 1992)"
971,189.5 °C (DECOMPOSES)
971,189.5°C
971,189.5 °C
971,372°F
971,215°F (Sublimes)
3819775,189.5°C
18676629,189.5°C
8132,-2.0 °C
8016,"23.9 °F (NTP, 1992)"
8016,-4.5 °C
8016,-3 °C
700,"50.5 °F (NTP, 1992)"
700,10.5 °C
700,10.4 °C
700,"Deliquescent crystals from alcohol, mp: 75-77 °C /Hydrochloride/"
700,10.5°C
700,10 °C
700,51°F
6228,"-78 °F (NTP, 1992)"
6228,-60.4 °C
6228,-60.3 °C
6228,-60.4°C
6228,-61 °C
6228,-78°F
61561,>900 °C
6626,240.5 °C
6072,110.0 °C
6072,110.0°C
6894,1.0 °C
6894,O-2 °C
7654,-31.1 °C
7654,-31.1°C
864,60.5 °C
864,47.5-48 °C
21574,less than -60 °C
21574,<-60°C
7239,"1 °F (NTP, 1992)"
7239,-16.7 °C
7239,-17 °C
7239,1°F
637563,"70.4 °F (NTP, 1992)"
637563,21.325 °C
637563,21.3 °C
637563,Liquid Molar Volume = 0.1507 cu m/kmol; Heat of Fusion @ Melting Point = 1.60E+7 J/kmol
24808,"2106 °F (EPA, 1998)"
24808,1152 °C
69050,72.0 °C
8089,-38.0 °C
7322,120.0 °C
522689,"1576 °F (NTP, 1992)"
522689,858 °C
522689,Crystals; melting point: 19.3 °C /Tetrahydrate/
4093,"61 °F (NTP, 1992)"
4093,"61 °F (NIOSH, 2016)"
4093,16.0 °C
4093,16 °C
4093,61°F
516892,"Decomposes at 228° F (NTP, 1992)"
516892,Decomposes around 50 °C
516892,Approximately 50 °C
8113,"82 °F (NTP, 1992)"
8113,28.0 °C
8113,27.9 °C
8113,28°C
8113,28 °C
8113,82°F
253881,755 °C
8150,"-90 °F (NTP, 1992)"
8150,-68.0 °C
8150,-68 °C
637090,72.0 °C
637090,72 °C
637090,72°C
24798,"1098 °F (USCG, 1999)"
24798,590 °C
24798,1094°F
516893,Decomposes before melting
7813,"112.1 °F (USCG, 1999)"
7813,43.7 °C
7813,43.6 °C
7813,44-45 °C
7813,112°F
7813,111°F
66755,29.0 °C
1183,"178 to 181 °F (NTP, 1992)"
1183,81.5 °C
1183,81-83 °C
1183,81.5°C
3024,"-62.5 °F (USCG, 1999)"
3024,-52.5 °C
3024,-52.7 °C
24934,"1310 °F (decomposes) (NTP, 1992)"
24934,710 °C (decomposes)
76319,18.0 °C
4148882,"1166 °F (NTP, 1992)"
8086,"107.6 °F (NTP, 1992)"
8086,44.5 °C
8086,32-42 °C
8086,42 °C
4101,"536 °F (sublimes) (NTP, 1992)"
4101,Sublimes at about 260 °C without melting and with partial decomposition
4101,Sour taste; mp: 127-130 °C; ph of soln 4 /Methenamine mandelate/
4101,"Odorless, crystalline powder; melting point: ~190 °C with decomposition; soluble in 8 parts water; slight soluble in alcohol /Methenamine sulfosalicylate/"
4101,>250°C
7834,"-76 °F (NTP, 1992)"
7834,-150 °C
7967,"3 °F (NTP, 1992)"
7967,-31.0 °C
7967,-31 °C
7967,-31°C
7967,-32.1 °C
7967,-49°F
62648,Decomposes at 120 °C
31344,"260.6 °F (USCG, 1999)"
31344,130.0 °C
31344,129.3 °C
31344,127 °C
8857,"-118.5 °F (NTP, 1992)"
8857,-83.6 °C
8857,-83.8 °C
8857,-83.6°C
8857,-84 °C
8857,117°F
8857,-117°F
7768,"156 °F (NTP, 1992)"
7768,69.3 °C
7768,70 °C
7768,156°F
23668193,"520 °F (NTP, 1992)"
23668193,"30 °F (USCG, 1999)"
23668193,271 °C
23668193,No melting point; decomposes at 280 °C
31279,"-127.1 °F (NTP, 1992)"
31279,-88.4 °C
8128,"36.1 °F (EPA, 1998)"
8128,1.0 °C
8128,1-3 °C
8128,1 °C
8128,34°F
7592,"187 °F (NTP, 1992)"
7592,86.0 °C
7592,86 °C
7592,GIVES VIOLET COLOR WITH FERRIC CHLORIDE; MELTING POINT: 85 °C /KETO FORM/
61038,43.8 °C
6328,"-87.6 °F (NTP, 1992)"
6328,-66.4 °C
6328,-66.5 °C
6328,-88°F
6966,286 °C
6966,287 °C
86876,-29 °C
6896,"47.1 °F (NTP, 1992)"
6896,11.2 °C
7198,"14 °C (cis-isomer), 71 °C (trans-isomer)"
23673837,"311 °F (USCG, 1999)"
23673837,176.0 °C
76079,182.0 °C
2153,"522 to 525 °F (NTP, 1992)"
2153,273.0 °C
2153,274 °C
2153,273°C
2153,270-274 °C
7681,"-103 °F (USCG, 1999)"
7681,-75 °C
6212,"-82.3 °F (EPA, 1998)"
6212,-63.6 °C
6212,-63.47 °C
6212,-63.2°C
6212,-64 °C
6212,-82°F
25514,"Sublimes without melting (USCG, 1999)"
25514,542 °C (decomposes)
7253,128.0 °C
7293,"226 °F (NTP, 1992)"
7293,108.0 °C
7293,108 °C
7293,108.00°C.@760.00mmHg
7293,102-107 °C
8895,"239 °F (USCG, 1999)"
10313079,277.5 °C
16180,86.0 °C
16180,85-87 °C
16180,Decomposes at its melting point
11378442,315 °C
6581,"55 °F (NTP, 1992)"
6581,"55 °F (NIOSH, 2016)"
6581,13.5 °C
6581,13.56 °C
6581,13°C
6581,14 °C
6581,55°F
19966351,13°C
6329,"-134.5 °F (USCG, 1999)"
6329,-93.42 °C
6329,-93.4°C
6329,-93 °C
6329,-136°F
9257,120-121 °C
260,"-124 °F (NIOSH, 2016)"
260,-86.80 °C
260,-87 °C
260,-124°F
2723810,253.0 °C
2723810,253 °C
785,"338 to 340 °F (EPA, 1998)"
785,170-171
785,172.3 °C
785,170-171 °C
785,MP: 173 °C; BP 288 °C
785,Heat of fusion at melting point = 2.71X10+7 J/kmol
785,172.3°C
785,172 °C
785,338°F
23990,1910 °C
8080,-70.0 °C
21883788,549°C
444972,"572 to 576 °F (NTP, 1992)"
444972,"286-302 °C (closed capillary, rapid heating)"
444972,287 °C decomposes
444972,549°C
6163,"-12 °F (USCG, 1999)"
6163,-24.0 °C
6163,-25 °C
284,"47.1 °F (NTP, 1992)"
284,8.3 °C
284,8.4°C
284,8 °C
284,20°F (90% solution)
18971002,8.4°C
253877,"1346 °F (NTP, 1992)"
253877,730 °C
8458,133.5 °C
14012,>400 °C (OECD Guideline 102 (Melting point / Melting Range) resp. EU A.1 (melting / freezing temperature))
60960,260 °C decomposes
263,"-129 °F (USCG, 1999)"
263,-89.8 °C
263,-88.6 °C
263,-89.8°C
263,-90 °C
263,-129°F
61424,687 °C
24380,"583 °F (NTP, 1992)"
24380,304 °C
24380,Brownish-yellow or orange monoclinic crystals; usually slight odor of HCl; pH of 0.1 molar aqueous solution: 2.0; mp: about 37 °C. /Hexahydrate/
24380,37 °C
24385,1001 °C
11173,-59.3 °C
16402,"108 °F (NTP, 1992)"
16402,41.5 °C
16402,42 °C
16402,23-41 °C
16402,108°F
23689980,63-64 °C
795,90.5 °C
795,89.52 °C
795,90.5°C
795,89 °C
1001,-60.0 °C
1001,<0 °C
137994,71.5 °C
7922,"247.3 °F (NTP, 1992)"
7922,119.0 °C
7922,119.6 °C
7922,119°C
8285,"502 °F (USCG, 1999)"
8285,260.0 °C
8285,258 °C
8285,260 °C
8285,500°F (sublimes)
8285,500°F (Sublimes)
7346,-53.5 °C
19700,283 °C (decomposes)
21980959,16.6°C
176,"61.9 °F (NTP, 1992)"
176,16.6 °C
176,16.635 °C
176,"Latent heat of fusion: 11.5 kJ/mole (at melting point); Latent heat of sublimation: 53.2 kJ/mole (25 °C) (est); Heat of formation: -484.3 kJ/mole (25 °C); Ionization potential: 10.66 eV; Heat of solution: -1,506 J/mole (25 °C); Coefficient of thermal expansion: 1.071X10-3/deg C (20 °C); Thermal conductivity: 1.8X10-3 J/sq cm °C (25 °C); Saturation concentration: 38 g/cu m (20 °C); Diffusivity: 0.1064 sq cm/sec (0 °C), 1.24X10-5 sq cm/sec (in water 25 °C)"
176,16.6°C
176,16.7 °C
176,62°F
51,115.5 °C
51,115.5°C
156274072,115.5°C
6562,-81.0 °C
6562,-81 °C
6561,"-85 °F (NTP, 1992)"
6561,-65.9 °C
6561,-65.9°C
6561,-65 °C
65300,60.0 °C
65300,56-64°C
6371,"-180 °F (EPA, 1998)"
6371,-118.0 °C
6371,-118 °C
6371,-128 °C
6371,-180°F
6371,-198°F
5359327,752 °C
5359327,757 °C
12230,-105.9 °C
12230,-104.8°C
240,"-15 °F (NTP, 1992)"
240,-26.0 °C
240,-57.12 °C
240,-26°C
240,-26 °C
7028,90.5 °C
7028,118-118.7 °C
7028,"FINE, WHITE TO OFF-WHITE CRYSTALS OR POWDER; FAINT CHARACTERISTIC ODOR; MP: 182-185 °C; SOLN ARE NEUTRAL TO LITMUS /HCL/"
7028,119°C
7342,-88.2 °C
7342,-88.2°C
6811,"267.4 °F (NTP, 1992)"
6811,130.8 °C
6811,131.4 °C
6811,131 °C
6811,267.4°F
6811,267°F
638186,"-58 °F (NTP, 1992)"
638186,-64.9 °C
638186,-49.8 °C
7047,"5 °F (NTP, 1992)"
7047,-14.78 °C
7047,-15.6°C
7047,-15 °C
8453,131.0 °C
8453,131 °C
14833,1565 °C
24288,735 °C
5541,-78 °C
5541,-78°C
5541,3 °C
19782904,153°C
311,"307 °F (anhydrous) (NTP, 1992)"
311,153.0 °C
311,153 °C
311,153°C
88113319,153°C
1639,"318 °F (NTP, 1992)"
1639,159.0 °C
1639,159 °C
1639,MP: 150-153 °C. /TECHNICAL GRADE/
1639,MP: 153-159 °C. /TECHNICAL GRADE/
1639,318°F
13286,135 °C
229,158.0 °C
875,173.625 °C
875,206 °C
21583978,173.625 °C
21583978,206 °C
24290,"934 °F (DECOMP) (NTP, 1992)"
24290,678-680 °C
28015,"63 °F (USCG, 1999)"
28015,350 °C
28015,"Turns yellow upon heating in dry air, changing to orange at higher temperatures. Forms a black liquid at the melting point. Gives a blue-green solution in dimethylformamide. Very hygroscopic. Readily hydrolyzed in moist air to NaOH and Na2S."
4755801,200°C
239,200°C
12989,"-148 °F (USCG, 1999)"
12989,-148°F
7747,-22.5 °C
7764,-22.5 °C
20686,-45.0 °C
12374,45.0 °C
12374,41.5 °C
12374,42.8 °C
17869,-30.0 °C
17869,-30 °C (freezing point)
17869,-30 °C
6535,"-69.5 °F (NTP, 1992)"
6535,-56.4 °C
6535,-57 °C
261,"-146 °F (NTP, 1992)"
261,-99.0 °C
261,-96.86 °C
261,-99°C
261,-99 °C
1127,-96.1 °C
1127,-96.16 °C
1127,-96.2 °C
31229,-30.0 °C
31229,-30°C
6337,"-218 °F (NTP, 1992)"
6337,-138.7 °C
6337,-138 °C
6337,-218°F
7250,"61 °F (NTP, 1992)"
7250,-14.3 °C
7250,"Prisms; boiling-point 255.1 °C at 760 mm Hg; melting point 235 °C; practically insoluble in cold water /2,4-xylidine hydrochloride/"
7250,-16 °C
7240,"28.5 °F (NTP, 1992)"
7240,-14.0 °C
7240,-14 °C
7240,-2 °C
135408763,286°C
5922,315.0 °C
98330,130.00°C.@760.00mmHg
6924,156.3 °C
6924,156 °C
22856,40.6 °C
7375,"37 °F (EPA, 1998)"
7375,5.5 °C
15660,"140-143.6° F (cis-cis) 147.2-149° F (trans-trans) (NTP, 1992)"
15660,15.0 °C
7628,"340 °F (NTP, 1992)"
7628,170.9 °C
7628,171°C
7628,340°F
24924,470 °C
8772,288 °C (hydate)
10430,-29.3 °C
10430,-29.3°C
60846,116-117 °C
60846,116-117°C
8416,57.0 °C
5360315,712 °C (rapid heating)
34007,MP: decomposes at 265 °C /Vanadyl sulfate dihydrate/
7295,"-26 °F (USCG, 1999)"
7295,-32.1 °C
7295,-32.3 °C
24947,"1054 °F (NTP, 1992)"
24947,568 °C
289,"221 °F (NTP, 1992)"
289,105.0 °C
289,105 °C
289,105°C
289,221°F
19463,10.0 °C
19463,10 °C
24826,480 °C (decomp)
10421208,394 °C
5727,"541 °F (USCG, 1999)"
5727,Approximately 290 °C
5727,290 °C
5727,554°F
6224,>300 °C
5235,"1819 °F (NTP, 1992)"
5235,993 °C
5235,1819°F
23663626,"The white precipitate formed by acidifying with hydrochloric acid a 10 % (w/v) aqueous solution of the sodium derivative of methylp-hydroxybenzoate (using litmus paper as indicator) shall, when washed with water and dried at 80 °C for two hours, have a melting range of 125 °C to 128 °C"
33557,"Decomposes at 527° F to sodium and nitrogen (EPA, 1998)"
33557,275 °C (decomp)
33557,527°F (decomposes to sodium and nitrogen)
33557,527°F (Decomposes)
5961,184-185 °C (decomposes)
5961,185°C
6992086,185°C
6306,284 °C (decomposes)
6306,285.5°C
7043901,285.5°C
7923,"127 °F (NTP, 1992)"
7923,52.8 °C
7923,52.56 °C
7923,53 °C
7923,127°F
10340,856 °C
10340,851 °C
7408,-65 °C
7408,<25°C
7949,"49.6 °F (NTP, 1992)"
7949,9.8 °C
153920,137.5 °C
21648,82.5 °C
21648,82.5°C
213012,163.5 °C
36383,"182 to 194 °F (NTP, 1992)"
36383,95.5 °C
36383,93-98 °C (98% pure)
8449,"113 °F (NTP, 1992)"
8449,45.0 °C
8449,45 °C
8051,"-31 °F (USCG, 1999)"
8051,-35.0 °C
8051,-35.5 °C
8051,-35°C
8051,-32°F
31245,FP: -100 °C
85689,32 °C
85689,35-36 °C
85689,89.6°F
8148,"-76 to -74 °F (NTP, 1992)"
8148,-62.0 °C
8148,-60 to -59 °C
8148,-59 °C
7621,-75.0 °C
7621,-70 °C
7261,"210 °F (NTP, 1992)"
7261,99.0 °C
7261,99 °C
7261,99°C
7261,210°F
7252,64.0 °C
7252,64 °C
61444,"206.2 °F (NTP, 1992)"
61444,96.8 °C
560256,110 °C
25517,"662 °F (Sublimes) (NIOSH, 2016)"
25517,520.1 (triple point; decomposes)
25517,662°F (sublimes)
25517,662°F (Sublimes)
4873,"1418 °F (NTP, 1992)"
4873,771 °C
4873,770-773 °C
8420,91.0 °C
69240,38.0 °C
8902,"-39.3 °F (NTP, 1992)"
8902,-63.0 °C
8902,-63 °C
6115,"21 °F (EPA, 1998)"
6115,-6.0 °C
6115,-6°C
6115,-6 °C
6115,21°F
443297,"304 °F (Decomposes) (NTP, 1992)"
443297,154 °C
8041,"365 °F (with decomposition) (NTP, 1992)"
9731,"30.6 °F (USCG, 1999)"
9731,-0.8 °C
9731,-1.9 °C
5234,"1474 °F (NTP, 1992)"
5234,800.7 °C
19309,80.5 °C
19309,77-79 °C
19309,77-78°C
8946,51.5 °C
8946,51-52 °C
8452,"-60.3 °F (NTP, 1992)"
8452,-51.3 °C
8452,-58°C
8452,-51 °C
10473,171.5 °C
7865,"-147.6 °F (NTP, 1992)"
7865,-99.0 °C
7865,-99.8 °C
7865,-100 °C
7865,-148°F
91555,-7 °C
7267,"160 to 163 °F (NTP, 1992)"
7267,74.8 °C
7267,74.5 °C
7267,71-73°C
6574,"-35 °F (NTP, 1992)"
6574,-36.6 °C
6574,-35 °C
6574,-36 °C
6574,-34°F
13931,"74 to 77 °F (NTP, 1992)"
13931,20.5 °C
7955,"653 °F (decomposes) (NTP, 1992)"
7955,354 °C
7955,345°C
7955,No melting point; decomposes at >345 °C
86287517,239 °C (decomposes)
6922,35.5 °C
7078,86.0 °C
7914,"-123 °F (USCG, 1999)"
7914,-86.8 °C
7914,-60 °C
7914,-123°F
