Species,Hcp
"2,2’,3,3’,4,4’-hexachlorodiphenyl ether",0.083
"2,2’,3,3’,4,5’-hexachlorodiphenyl ether",0.015
"2,2’,3,3’,4,6’-hexachlorodiphenyl ether",0.062
"2,2’,3,4,4’,5-hexachlorodiphenyl ether",0.018
"2,2’,3,4,4’,5’-hexachlorodiphenyl ether",0.029
"2,2’,3,4,4’,6-hexachlorodiphenyl ether",0.0098
"2,2’,3,4,4’,6’-hexachlorodiphenyl ether",0.03
"2,2’,3,4’,5,5’-hexachlorodiphenyl ether",0.01
"2,2’,3,4’,5,6-hexachlorodiphenyl ether",0.1
"2,2’,3,4’,5’,6-hexachlorodiphenyl ether",0.031
"2,2’,4,4’,5,5’-hexachlorodiphenyl ether",0.013
"2,2’,4,4’,5,6’-hexachlorodiphenyl ether",0.014
"2,3,3’,4,4’,5-hexachlorodiphenyl ether",0.012
"2,3,3’,4,4’,5’-hexachlorodiphenyl ether",0.028
"2,3,3’,4’,5,6-hexachlorodiphenyl ether",0.016
"2,3,4,4’,5,6-hexachlorodiphenyl ether",0.005
"2,3’,4,4’,5,5’-hexachlorodiphenyl ether",8300
"2,2’,3,3’,4,4’,5-heptachlorodiphenyl",0.02
"2,2’,3,3’,4,5,6’-heptachlorodiphenyl",0.018
"2,2’,3,3’,4,5’,6’-heptachlorodiphenyl",0.014
"2,2’,3,4,4’,5,5’-heptachlorodiphenyl",0.5
"2,2’,3,4,4’,5,6-heptachlorodiphenyl",0.0034
"2,2’,3,4,4’,5,6’-heptachlorodiphenyl",0.0033
"2,2’,3,4,4’,6,6’-heptachlorodiphenyl",0.2
"2,2’,3,4’,5,5’,6-heptachlorodiphenyl",0.0074
"2,3,3’,4,4’,5,5’-heptachlorodiphenyl",0.0062
"2,3,3’,4,4’,5,6-heptachlorodiphenyl",0.0058
"2,2’,3,3’,4,4’,5,5’-octachlorodiphenyl",0.0043
"2,2’,3,3’,4,4’,5,6-octachlorodiphenyl",0.0018
"2,2’,3,3’,4,4’,5,6’-octachlorodiphenyl",0.0087
"2,2’,3,3’,4,4’,6,6’-octachlorodiphenyl",0.77
"2,2’,3,3’,4,5,5’,6’-octachlorodiphenyl",0.0026
"2,2’,3,4,4’,5,5’,6-octachlorodiphenyl",0.0023
"2,2’,3,3’,4,4’,5,5’,6-nonachlorodiphenyl ether",0.00051
decachlorodiphenyl ether,7.1e-05
1-chlorodibenzofuran,0.083
2-chlorodibenzofuran,0.11
3-chlorodibenzofuran,0.13
4-chlorodibenzofuran,0.089
"1,2-dichlorodibenzofuran",0.15
"1,3-dichlorodibenzofuran",0.2
"1,4-dichlorodibenzofuran",0.15
"1,6-dichlorodibenzofuran",0.14
"1,7-dichlorodibenzofuran",0.19
"1,8-dichlorodibenzofuran",0.25
"1,9-dichlorodibenzofuran",0.2
"2,3-dichlorodibenzofuran",0.23
"2,4-dichlorodibenzofuran",0.19
"2,6-dichlorodibenzofuran",0.18
"2,7-dichlorodibenzofuran",0.2
"2,8-dichlorodibenzofuran",0.16
"3,4-dichlorodibenzofuran",0.19
"3,6-dichlorodibenzofuran",0.22
"3,7-dichlorodibenzofuran",0.3
"4,6-dichlorodibenzofuran",0.22
"1,2,3-trichlorodibenzofuran",0.29
"1,2,4-trichlorodibenzofuran",0.25
"1,2,6-trichlorodibenzofuran",0.23
"1,2,7-trichlorodibenzofuran",0.23
"1,2,8-trichlorodibenzofuran",0.39
"1,2,9-trichlorodibenzofuran",0.48
"1,3,4-trichlorodibenzofuran",0.28
"1,3,6-trichlorodibenzofuran",0.33
"1,3,7-trichlorodibenzofuran",0.41
"1,3,8-trichlorodibenzofuran",0.42
"1,3,9-trichlorodibenzofuran",0.44
"1,4,6-trichlorodibenzofuran",0.35
"1,4,7-trichlorodibenzofuran",0.32
"1,4,8-trichlorodibenzofuran",0.39
"1,4,9-trichlorodibenzofuran",0.35
"2,3,4-trichlorodibenzofuran",0.31
"2,3,6-trichlorodibenzofuran",0.34
"2,3,7-trichlorodibenzofuran",0.35
"2,3,8-trichlorodibenzofuran",0.31
"2,3,9-trichlorodibenzofuran",0.46
"2,4,6-trichlorodibenzofuran",0.42
"2,4,7-trichlorodibenzofuran",0.31
"2,4,8-trichlorodibenzofuran",0.32
"2,4,9-trichlorodibenzofuran",0.41
"3,4,6-trichlorodibenzofuran",0.43
"3,4,7-trichlorodibenzofuran",0.39
"3,4,8-trichlorodibenzofuran",0.25
"3,4,9-trichlorodibenzofuran",0.27
"1,2,3,4-tetrachlorodibenzofuran",0.36
"1,2,3,6-tetrachlorodibenzofuran",0.41
"1,2,3,7-tetrachlorodibenzofuran",0.39
"1,2,3,8-tetrachlorodibenzofuran",0.5
"1,2,3,9-tetrachlorodibenzofuran",0.79
"1,2,4,6-tetrachlorodibenzofuran",0.51
"1,2,4,7-tetrachlorodibenzofuran",0.35
"1,2,4,8-tetrachlorodibenzofuran",0.55
"1,2,4,9-tetrachlorodibenzofuran",0.74
"1,2,6,7-tetrachlorodibenzofuran",0.28
"1,2,6,8-tetrachlorodibenzofuran",0.55
"1,2,6,9-tetrachlorodibenzofuran",0.71
"1,2,7,8-tetrachlorodibenzofuran",1.1
"1,2,7,9-tetrachlorodibenzofuran",0.69
"1,2,8,9-tetrachlorodibenzofuran",0.95
"1,3,4,6-tetrachlorodibenzofuran",0.63
"1,3,4,7-tetrachlorodibenzofuran",0.51
"1,3,4,8-tetrachlorodibenzofuran",0.5
"1,3,4,9-tetrachlorodibenzofuran",0.58
"1,3,6,7-tetrachlorodibenzofuran",0.51
"1,3,6,8-tetrachlorodibenzofuran",0.62
"1,3,6,9-tetrachlorodibenzofuran",0.68
"1,3,7,8-tetrachlorodibenzofuran",0.65
"1,3,7,9-tetrachlorodibenzofuran",0.79
"1,4,6,7-tetrachlorodibenzofuran",0.59
"1,4,6,8-tetrachlorodibenzofuran",0.85
"1,4,6,9-tetrachlorodibenzofuran",0.79
"1,4,7,8-tetrachlorodibenzofuran",0.65
"1,6,7,8-tetrachlorodibenzofuran",0.58
"2,3,4,6-tetrachlorodibenzofuran",0.62
"2,3,4,7-tetrachlorodibenzofuran",0.44
"2,3,4,8-tetrachlorodibenzofuran",0.35
"2,3,6,7-tetrachlorodibenzofuran",0.41
"2,3,6,8-tetrachlorodibenzofuran",0.42
"2,3,7,8-tetrachlorodibenzofuran",0.59
"2,4,6,7-tetrachlorodibenzofuran",0.54
"2,4,6,8-tetrachlorodibenzofuran",0.66
"3,4,6,7-tetrachlorodibenzofuran",0.71
"1,2,3,4,6-pentachlorodibenzofuran",0.71
"1,2,3,4,7-pentachlorodibenzofuran",0.45
"1,2,3,4,8-pentachlorodibenzofuran",0.55
"1,2,3,4,9-pentachlorodibenzofuran",0.98
"1,2,3,6,7-pentachlorodibenzofuran",0.42
"1,2,3,6,8-pentachlorodibenzofuran",0.65
"1,2,3,6,9-pentachlorodibenzofuran",1.1
"1,2,3,7,8-pentachlorodibenzofuran",0.00087
"1,2,3,7,9-pentachlorodibenzofuran",1
"1,2,3,8,9-pentachlorodibenzofuran",2
"1,2,4,6,7-pentachlorodibenzofuran",0.58
"1,2,4,6,8-pentachlorodibenzofuran",1
"1,2,4,6,9-pentachlorodibenzofuran",1.5
"1,2,4,7,8-pentachlorodibenzofuran",0.62
"1,2,4,7,9-pentachlorodibenzofuran",0.98
"1,2,4,8,9-pentachlorodibenzofuran",1.3
"1,2,6,7,9-pentachlorodibenzofuran",0.79
"1,3,4,6,7-pentachlorodibenzofuran",0.89
"1,3,4,6,8-pentachlorodibenzofuran",1
"1,3,4,6,9-pentachlorodibenzofuran",1.2
"1,3,4,7,8-pentachlorodibenzofuran",0.71
"1,3,4,7,9-pentachlorodibenzofuran",0.95
"1,3,6,7,8-pentachlorodibenzofuran",76
"1,4,6,7,8-pentachlorodibenzofuran",1.1
"2,3,4,6,7-pentachlorodibenzofuran",0.69
"2,3,4,6,8-pentachlorodibenzofuran",0.66
"2,3,4,7,8-pentachlorodibenzofuran",2
"2,3,4,8,9-pentachlorodibenzofuran",0.52
"1,2,3,4,6,7-hexachlorodibenzofuran",0.68
"1,2,3,4,6,8-hexachlorodibenzofuran",0.00024
"1,2,3,4,6,9-hexachlorodibenzofuran",1.8
"1,2,3,4,7,8-hexachlorodibenzofuran",0.69
"1,2,3,4,7,9-hexachlorodibenzofuran",1.1
"1,2,3,4,8,9-hexachlorodibenzofuran",2.7
"1,2,3,6,7,8-hexachlorodibenzofuran",0.91
"1,2,3,6,7,9-hexachlorodibenzofuran",1
"1,2,3,6,8,9-hexachlorodibenzofuran",1.3
"1,2,3,7,8,9-hexachlorodibenzofuran",0.00063
"1,2,4,6,7,8-hexachlorodibenzofuran",0.00032
"1,2,4,6,7,9-hexachlorodibenzofuran",1.5
"1,2,4,6,8,9-hexachlorodibenzofuran",0.00022
"1,3,4,6,7,8-hexachlorodibenzofuran",1.1
"1,3,4,6,7,9-hexachlorodibenzofuran",1.6
"2,3,4,6,7,8-hexachlorodibenzofuran",0.00036
"1,2,3,4,6,7,8-heptachlorodibenzofuran",70
"1,2,3,4,6,7,9-heptachlorodibenzofuran",1.5
"1,2,3,4,6,8,9-heptachlorodibenzofuran",0.00034
"1,2,3,4,7,8,9-heptachlorodibenzofuran",0.00055
"1-chlorodibenzo[b,e][1,4]dioxin",0.16
"2-chlorodibenzo[b,e][1,4]dioxin",0.79
"1,2-dichlorodibenzo[b,e][1,4]dioxin",0.28
"1,3-dichlorodibenzo[b,e][1,4]dioxin",0.22
"1,4-dichlorodibenzo[b,e][1,4]dioxin",0.24
"1,6-dichlorodibenzo[b,e][1,4]dioxin",0.25
"1,7-dichlorodibenzo[b,e][1,4]dioxin",0.26
"1,8-dichlorodibenzo[b,e][1,4]dioxin",0.26
"1,9-dichlorodibenzo[b,e][1,4]dioxin",0.26
"2,3-dichlorodibenzo[b,e][1,4]dioxin",0.15
"2,7-dichlorodibenzo[b,e][1,4]dioxin",0.17
"2,8-dichlorodibenzo[b,e][1,4]dioxin",0.47
"1,2,3-trichlorodibenzo[b,e][1,4]dioxin",0.5
"1,2,4-trichlorodibenzo[b,e][1,4]dioxin",0.27
"1,2,6-trichlorodibenzo[b,e][1,4]dioxin",0.5
"1,2,7-trichlorodibenzo[b,e][1,4]dioxin",0.51
"1,2,8-trichlorodibenzo[b,e][1,4]dioxin",0.51
"1,2,9-trichlorodibenzo[b,e][1,4]dioxin",0.52
"1,3,6-trichlorodibenzo[b,e][1,4]dioxin",0.42
"1,3,7-trichlorodibenzo[b,e][1,4]dioxin",0.43
"1,3,8-trichlorodibenzo[b,e][1,4]dioxin",0.43
"1,3,9-trichlorodibenzo[b,e][1,4]dioxin",0.44
"1,4,6-trichlorodibenzo[b,e][1,4]dioxin",0.44
"1,4,7-trichlorodibenzo[b,e][1,4]dioxin",0.45
"1,7,8-trichlorodibenzo[b,e][1,4]dioxin",0.49
"2,3,7-trichlorodibenzo[b,e][1,4]dioxin",0.49
"1,2,3,4-tetrachlorodibenzo[b,e][1,4]dioxin",0.5
"1,2,3,6-tetrachlorodibenzo[b,e][1,4]dioxin",0.87
"1,2,3,7-tetrachlorodibenzo[b,e][1,4]dioxin",1.3
"1,2,3,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.87
"1,2,3,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.91
"1,2,4,6-tetrachlorodibenzo[b,e][1,4]dioxin",0.81
"1,2,4,7-tetrachlorodibenzo[b,e][1,4]dioxin",0.78
"1,2,4,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.78
"1,2,4,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.81
"1,2,6,7-tetrachlorodibenzo[b,e][1,4]dioxin",0.95
"1,2,6,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.81
"1,2,6,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.87
"1,2,7,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.78
"1,2,7,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.83
"1,2,8,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.98
"1,3,6,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.14
"1,3,6,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.74
"1,3,7,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.78
"1,3,7,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.71
"1,4,6,9-tetrachlorodibenzo[b,e][1,4]dioxin",0.79
"1,4,7,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.81
"2,3,7,8-tetrachlorodibenzo[b,e][1,4]dioxin",0.2
"1,2,3,4,6-pentachlorodibenzo[b,e][1,4]dioxin",1.5
"1,2,3,4,7-pentachlorodibenzo[b,e][1,4]dioxin",3.8
"1,2,3,6,7-pentachlorodibenzo[b,e][1,4]dioxin",1.5
"1,2,3,6,8-pentachlorodibenzo[b,e][1,4]dioxin",1.3
"1,2,3,7,8-pentachlorodibenzo[b,e][1,4]dioxin",5.2e-05
"1,2,4,6,7-pentachlorodibenzo[b,e][1,4]dioxin",1.4
"1,2,4,6,8-pentachlorodibenzo[b,e][1,4]dioxin",1.2
"1,2,4,6,9-pentachlorodibenzo[b,e][1,4]dioxin",1.3
"1,2,4,7,8-pentachlorodibenzo[b,e][1,4]dioxin",1.3
"1,3,4,6,7-pentachlorodibenzo[b,e][1,4]dioxin",1.4
"1,3,4,6,8-pentachlorodibenzo[b,e][1,4]dioxin",1.2
"1,4,6,7,8-pentachlorodibenzo[b,e][1,4]dioxin",1.4
"2,3,4,6,7-pentachlorodibenzo[b,e][1,4]dioxin",1.5
"2,3,4,6,8-pentachlorodibenzo[b,e][1,4]dioxin",1.3
"1,2,3,4,6,7-hexachlorodibenzo[b,e][1,4]dioxin",2.5
"1,2,3,4,6,8-hexachlorodibenzo[b,e][1,4]dioxin",2.2
"1,2,3,4,6,9-hexachlorodibenzo[b,e][1,4]dioxin",2.3
"1,2,3,4,7,8-hexachlorodibenzo[b,e][1,4]dioxin",3
"1,2,3,6,7,8-hexachlorodibenzo[b,e][1,4]dioxin",6.2e-05
"1,2,3,7,8,9-hexachlorodibenzo[b,e][1,4]dioxin",0.25
"1,2,4,6,7,8-hexachlorodibenzo[b,e][1,4]dioxin",2.2
"1,2,4,6,7,9-hexachlorodibenzo[b,e][1,4]dioxin",2.1
"1,3,4,6,7,8-hexachlorodibenzo[b,e][1,4]dioxin",2.2
"1,3,4,6,7,9-hexachlorodibenzo[b,e][1,4]dioxin",2
"2,3,4,6,7,8-hexachlorodibenzo[b,e][1,4]dioxin",2.4
"1,2,3,4,6,7,8-heptachlorodibenzo[b,e][1,4]dioxin",7.5
"1,2,3,4,6,7,9-heptachlorodibenzo[b,e][1,4]dioxin",3.4
"octachlorodibenzo[b,e][1,4]dioxin",1.5
cyanogen chloride,0.012
chloroacetonitrile,0.91
dichloroacetonitrile,2.6
trichloroacetonitrile,7.6
tetramethylammonium chloride,2.3e+06
metformin hydrochloride,1.3e+10
tris(2-chloroethyl)amine,0.53
bis(2-chloroethyl)ethylamine,0.029
cetrimonium chloride,34000
dimethyldioctadecylammonium chlo-ride,150
1-amino-2-chlorobenzene,1.8
1-amino-3-chlorobenzene,9.8
1-amino-4-chlorobenzene,3.2
"2,3-dichlorobenzenamine",6.2
"2,4-dichlorobenzenamine",6.2
"3,4-dichlorobenzenamine",0.68
"3,5-dichlorobenzenamine",6.2
"2,5-dichlorobenzenamine",6.2
"2,4,5-trichlorobenzenamine",0.13
"2,4,6-trichlorobenzenamine",7.4
"2,3,4,5,6-pentachloroaniline",23
"2,6-dichlorobenzenenitrile",0.48
4-chlorobenzonitrile,0.25
3-chloro-2-methylbenzenamine,6.3
3-chloro-4-methylbenzenamine,4.9
4-chloro-2-methylbenzenamine,4.9
5-chloro-2-methylbenzenamine,6.3
"2,4,5,6-tetrachloro-1,3-dicyanobenzene",0.5
2-chlorobenzalmalononitrile,990
benzyltrimethylammonium chloride,2.9e+08
chlordimeform,29
"4,4’-dichloroazobenzene",1.2
"bis(3,4-dichlorophenyl)diazene",2.2
2-(p-chlorophenyl)-3-methylbutyronitrile,2.3
"3,3’-dichloro-(1,1’-biphenyl)-4,4’-diamine",200
"4,4’-methylenebis(2-chlorobenzenamine)",900000
"aniline, 4,4’-(imidocarbonyl)bis-(N,N-dimethyl)-, hydrochloride",0.35
amitriptyline hydrochloride,140
chlorhexidine,9e+24
malachite green,5.2e+08
tetradecylbenzyldimethyl ammonium,760000
stearyldimethylbenzylammonium chlo-ride,230000
"2,4,6-trichloro-1,3,5-triazine",20
2-chloropyridine,0.74
3-chloropyridine,0.35
"2,3,4,6-tetrachloropyridine",0.0012
"2,3,5,6-tetrachloropyridine",0.12
pentachloropyridine,0.0016
desethylatrazine,6600
2-chloro-6-(trichloromethyl)-pyridine,0.62
"2,3,4,5-tetrachloro-6-methylpyridine",0.067
2-chloro-5-(trichloromethyl)pyridine,0.62
"2,3-dichloro-5-(trichloromethyl)pyridine",0.84
"2,5-dichloro-6-(trichloromethyl)pyridine",0.84
"3,4,5-trichloro-2-(trichloromethyl)pyridine",72
"2,3,4,5-tetrachloro-6-(trichloromethyl)pyridine",1.5
"3,4,5,6-tetrachloropyridine-2-carbonitrile",7.5
"4-amino-3,5,6-trichloropyridine-2-carbonitrile",16000
crimidine,260
simazine,10000
desethylterbuthylazine,2200
atrazine,1900
clonidine,660000
cyprazine,3800
propazine,2100
terbuthylazine,430
cyanazine,3.3e+06
anilazine,35000
"4,7-dichloroquinoline",26
acetamiprid,140
pyrimethamine,91000
penconazole,1200
myclobutanil,2300
"2-chloro-4,6-bis(2,4-dimethylphenyl)-1,3,5-triazine",0.12
trichloronitromethane,0.0047
phosgene oxime,18
"1,1-dichloro-1-nitroethane",0.0077
2-chloroacetamide,2500
symclosene,160000
"1,3-dichloro-5,5-dimethylhydantoin",9.9
carmustine,210000
"2-chloro-N,N-di-2-propenylacetamide",92
"2,2-dichloro-N,N-di-2-propenylacetamide",31
lomustine,55000
semustine,39000
dimethazone,0.24
2-chloronitrobenzene,1.1
3-chloronitrobenzene,0.73
4-chloronitrobenzene,2
"1,2-dichloro-4-nitrobenzene",1.2
"1,4-dichloro-2-nitrobenzene",0.82
"2,3-dichloronitrobenzene",0.82
"2,4-dichloronitrobenzene",0.31
"3,5-dichloronitrobenzene",0.84
pentachloronitrobenzene,2.7
4-chloro-2-nitrophenol,0.78
2-chloro-4-nitrobenzenamine,1000
2-chloro-5-nitrobenzenamine,1800
"4-chloro-2,6-dinitrobenzenamine",76
"1-chloro-2,4-dinitrobenzene",4
"1-chloro-2,6-dinitrobenzene",0.16
"2-chloro-1,3,5-trinitrobenzene",39000
"2,3,4-trichloronitrobenzene",1.1
"2,3,4,5-tetrachloronitrobenzene",0.43
"1,2,4,5-tetrachloronitrobenzene",0.43
4-chloro-2-nitrobenzenamine,82
4-chloro-3-nitrobenzenamine,1800
botran,120
"3,5-dichlorophenyl isocyanate",0.077
4-chloro-3-nitrobenzoic acid,31000
1-chloro-4-isocyanatobenzene,0.57
"1,2-dichloro-4-isocyanatobenzene",0.077
2-chloro-1-methyl-4-nitrobenzene,0.24
"2,4-dichloro-3-methyl-6-nitrophenol",2.3
4-chloro-5-methyl-2-nitrophenol,0.36
"3-amino-2,5-dichlorobenzoic acid",3.6
"2,3,5,6-tetrachloro-4-nitroanisole",0.52
"2,6-dichlorobenzamide",8200
swep,820
methyl 5-chloro-2-nitrobenzoate,97
"4-chloro-2,5-dimethoxynitrobenzene",0.18
chloraniformethan,2.3e+10
monuron,17000
monolinuron,210
diuron,20000
propanil,5800
methazole,43
chlortoluron,70000
metoxuron,690
chlorpropham,23
pyrazon,0.3
"2,4-D dimethylamine",7e+10
"3’,4’-dichlorocyclopropanecarboxanilide",3800
chlorbufam,1100
zarilamid,150000
chloramphenicol,4.3e+12
cloethocarb,500000
formetanate hydrochloride,4.3e+13
cyclanilide,14000
propachlor,27
barban,820
propyzamide,5.2
"2,4,6-trichlorophenyl 4-nitrophenyl",8.1
nitrofen,3.3
buturon,13000
triclocarban,220000
"3,5-dichloro-N-(3,4-dichlorophenyl)-2-hydroxybenzamide",210000
procymidone,0.85
melphalan,2.3e+07
niclosamide,15000
zoxamide,4900
fenhexamid,200000
chlorambucil,37000
2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,0.37
alachlor,670
bifenox,3.7
metolachlor,750
clonitralid,26000
chloroxuron,24000
pigment red 4,0.11
darendoside b,2.7e+07
butenachlor,100
butachlor,160
pretilachlor,4500
halofenozide,270000
ochratoxin C,7.6e+08
mandipropamid,11000
fenvalerate,290
esfenvalerate,24
picloram,0.3
aminopyralid,5.8e+06
"3,4,5,6-tetrachloropyridine-2-carboxylic acid",3700
clopidol,9900
uracil mustard,2.5e+07
imidacloprid,4.9e+09
"ethyl [(3,5,6-trichloro-2-pyridinyl)oxy]acetate",4.5
terbacil,0.52
triforine,2600
anagrelide,3.7e+07
fenpiclonil,1900
fenchlorazole-ethyl,2700
vinclozoline,580
forchlorfenuron,3.5e+06
myclozolin,370
clofencet,1.9e+08
chlozolinate,440
monalide,400
etaconazole,7900
triadimenol,7.6e+06
triadimefon,120000
imazalil,0.38
propiconazole,11000
clonazepam,1.4e+07
oxazepam,18000
oxadiazon,140
cyproconazole,14000
diclobutrazol,8000
diazepam,2700
bendamustine,2.5e+07
piperalin,430
tebuconazole,70000
fenarimol,1400
triticonazole,66000
boscalid,19000
tebufenpyrad,0.82
"8,9,10,11-tetrachloro-12-phthaloperinone",480000
pigment red 254,3.4e+09
quizalofop ethyl,900
pyraclostrobine,190000
ponsol red violet 2rnx,2.4e+10
dimethomorph,9.9e+09
aripiprazole,9.9e+11
ag-g-86814,1.8e+14
"8,18-dichloro-5,15-diethyl-5,15-dihydrodiindolo(3,2-b:3’,2’-m)triphenodioxazine",8e+06
fluoroethene,8.2e-05
"1,2-difluoroethane",0.25
trifluoroethene,2.3e-05
"3,3,3-trifluoropropene",1.3e-05
"1,1,3,3,3-pentafluoro-2-(trifluoromethyl)-1-propene",2.9e-07
decafluorobutane,1.5e-08
tetradecafluorohexane,5.4e-10
"1,1,1,3,3,3-hexafluoro-2-propanone",0.0032
desflurane,0.00014
sevoflurane,5.2e-05
metofluthrin,1
fluoxymesterone,16000
dexamethasone,140
flocoumafen,1.4e+07
chlorofluoromethane,0.15
chlorodifluoromethane,0.00034
dichlorofluoromethane,0.00091
chlorotrifluoromethane,9.9e-06
dichlorodifluoromethane,3e-05
trichlorofluoromethane,0.00011
"1,1,1,2-tetrachlorodifluoroethane",6.2e-05
"1,1,2,2-tetrachlorodifluoroethane",9e-05
"1,1,1-trichloro-2,2,2-trifluoroethane",3.7e-05
"1,1,2-trichloro-1,2,2-trifluoroethane",0.0002
"1,1-dichlorotetrafluoroethane",8.2e-06
"1,2-dichlorotetrafluoroethane",9e-06
chloropentafluoroethane,3.4e+06
"1,1,2,2-tetrachloro-1-fluoroethane",0.0033
"1,1-dichloro-1,2,2-trifluoroethane",0.0001
"1,2-dichloro-1,1,2-trifluoroethane",0.0001
"2,2-dichloro-1,1,1-trifluoroethane",0.00023
"1-chloro-1,1,2,2-tetrafluoroethane",1.8e-05
"1-chloro-1,2,2,2-tetrafluoroethane",0.11
"1,2-dichloro-1,1-difluoroethane",0.00014
"2-chloro-1,1,1-trifluoroethane",0.00037
"1,1-dichloro-1-fluoroethane",0.00029
"1-chloro-1,1-difluoroethane",0.00015
"2-chloro-1,1-difluoroethene",0.00017
chlorotrifluoroethene,3.2e-05
"3,3-dichloro-1,1,1,2,2-pentafluoropropane",0.98
"1,3-dichloro-1,1,2,2,3-pentafluoro-propane",0.00011
1-chloro-3-(trifluoromethyl)benzene,0.00029
1-chloro-4-(trifluoromethyl)benzene,0.00028
3-chloro-4-fluorobenzotrifluoride,0.00024
"3,4-dichlorobenzotrifluoride",0.00038
chlorodifluoroethanoic acid,250
carbonic chloride fluoride,0.099
trifluoroacetylchloride,0.02
"2,2-dichloro-1,1-difluoro-1-methoxyethane",0.29
"1-chloro-2,2,2-trifluoroethyl difluo-romethyl ether",0.00024
"2-chloro-1,1,2-trifluoroethyl difluo-romethyl ether",0.0003
3-[2-chloro-4-(trifluoromethyl)phenoxy]benzoic,640
3-(2-chloro-4-(trifluoromethyl)phenoxy)phenyl,1.1
tefluthrin,0.0062
clobetasol,62000
4-fluoroaniline,1.6
cinacalcet,45
hydramethylnon,4.5
"3,5-dichloro-2,4,6-trifluoropyridine",1.6
chlorodifluoronitrooxymethane,0.029
1-chloro-2-nitro-4-(trifluoromethyl)-benzene,0.072
"2-chloro-1,3-dinitro-5-(trifluoromethyl)-benzene",18
fluroxypyr,570000
norflurazon,29000
fluchloralin,0.66
fluazinam,0.39
5-(2-chloro-4-(trifluoromethyl)phenoxy)-2-nitrophenol,9.9
tetraconazole,2300
fluopicolide,9000
difluron,2100
efavirenz,1400
quinoxyfen,1000
5-(2-chloro-4-(trifluoromethyl)phenoxy)-2-nitrophenyl acetate,270
oxyfluorfen,12
pyraflufen-ethyl,12000
carfentrazone ethyl,3300
triflumizole,2.5e+07
"3-(2,4-dichlorophenyl)-6-fluoro-2-(1H-1,2,4-triazol-1-yl)-quinazolin-4(3H)-one",0.56
hexaflumuron,0.99
nuarimol,1.5e+07
clodinafop-propargyl,3500
flamprop-methyl,2200
pyridalyl,4.9e+06
lactofen,23
chlorfluazuron,3.9e+08
fluazuron,2.3e+10
flufenoxuron,3.8e+06
fluoxastrobin,9e+06
haloperidol,4.3e+08
indoxacarb,15000
cyfluthrin,0.34
metamifop,16
cyhalothrin,0.7
bifenthrin,9.9
flucycloxuron,38
fluvalinate,660
bromomethane,0.0017
dibromomethane,0.31
tribromomethane,0.017
tetrabromomethane,0.02
bromoethane,0.0013
"1,1-dibromoethane",0.0076
"1,2-dibromoethane",0.017
"1,2-dibromoethane-d4",0.16
"1,1,2,2-tetrabromoethane",0.01
1-bromopropane,0.0011
2-bromopropane,0.00084
"1,2-dibromopropane",0.0068
"1,3-dibromopropane",0.0011
1-bromobutane,0.46
2-bromobutane,0.00077
1-bromo-2-methylpropane,0.00042
2-bromo-2-methylpropane,0.00024
1-bromo-3-methylbutane,0.00049
"1,4-dibromobutane",0.073
1-bromopentane,0.00047
1-bromo-2-methylbutane,0.00088
1-bromohexane,0.0003
1-bromo-3-methylpentane,0.00058
bromocyclohexane,0.7
1-bromoheptane,0.00023
1-bromooctane,0.00024
"1,8-dibromooctane",0.014
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",170
1-bromononane,0.00079
hexabromocyclododecane,0.21
vinyl bromide,0.0007
"1,2-dibromoethene",0.012
3-bromo-1-propene,0.0009
3-bromo-1-propyne,0.88
1-bromocyclohexene,0.002
1-bromo-4-methylcyclohexene,0.0014
bromobenzene,0.005
bromobenzene-d5,0.0065
"1,2-dibromobenzene",0.0095
"1,3-dibromobenzene",0.005
"1,4-dibromobenzene",0.94
"1,2,4-tribromobenzene",0.031
"1,3,5-tribromobenzene",0.029
"1,2,4,5-tetrabromobenzene",0.0027
hexabromobenzene,0.093
p-bromobenzyl bromide,0.036
1-bromo-2-methylbenzene,0.0041
1-bromo-3-methylbenzene,0.15
1-bromo-4-methylbenzene,0.0034
"3,5-dibromotoluene",0.017
pentabromotoluene,0.4
1-bromo-2-ethylbenzene,0.003
1-bromo-4-ethylbenzene,0.0031
1-(bromomethyl)-2-methylbenzene,0.013
1-(bromomethyl)-3-methylbenzene,0.013
1-(bromomethyl)-4-methylbenzene,0.013
2-bromostyrene,0.009
"2,3,4,5,6-pentabromoethylbenzene",0.12
1-bromo-2-(2-propyl)-benzene,0.0017
1-bromonaphthalene,0.082
decabromobiphenyl,230
