,Substance,Hcp
2707,"2,4,5-trichlorophenol",6.2
2708,"2,3,6-trichlorophenol",43
2709,"2,4,6-trichlorophenol",2
2710,"3,4,5-trichlorophenol",43
2711,"2,3,4,5-tetrachlorophenol",7.2
2712,"2,3,4,6-tetrachlorophenol",7.6
2713,"2,3,5,6-tetrachlorophenol",4.3
2714,hydroxypentachlorobenzene,410
2715,"3,4,5-trichloro-1,2-benzenediol",240
2716,"4,5-dichloro-1,2-benzenediol",1300
2717,"3,4,5,6-tetrachloro-1,2-benzenediol",29
2718,"2,3,5,6-tetrachloro-p-benzoquinone",0.15
2719,2-chloro-5-methylphenol,21
2720,4-chloro-2-methylphenol,9
2721,4-chloro-3-methylphenol,4.1
2722,1-chloro-2-methoxybenzene,0.1
2723,1-chloro-3-methoxybenzene,0.045
2724,1-chloro-4-methoxybenzene,0.058
2725,"1,2-dichloro-3-methoxybenzene",0.022
2726,"1,5-dichloro-2-methoxybenzene",0.012
2727,"1,4-dichloro-2-methoxybenzene",0.021
2728,"1,3-dichloro-2-methoxybenzene",0.88
2729,"1,2-dichloro-4-methoxybenzene",0.0092
2730,"1,3-dichloro-5-methoxybenzene",0.0023
2731,"1,2,3-trichloro-4-methoxybenzene",0.013
2732,"1,2,5-trichloro-3-methoxybenzene",0.0076
2733,"1,2,4-trichloro-3-methoxybenzene",0.011
2734,"1,2,4-trichloro-5-methoxybenzene",0.011
2735,"1,3,5-trichloro-2-methoxybenzene",0.0044
2736,"1,2,3-trichloro-5-methoxybenzene",0.0044
2737,"1,2,3,4-tetrachloro-5-methoxybenzene",0.0065
2738,"1,2,3,5-tetrachloro-4-methoxybenzene",0.0031
2739,"1,2,4,5-tetrachloro-3-methoxybenzene",0.32
2740,pentachloromethoxybenzene,0.0021
2741,"4,5-dichloro-2-methoxyphenol",5.2
2742,"4,5,6-trichloro-2-methoxyphenol",7.4
2743,"2,3,4,5-tetrachloro-6-methoxyphenol",6.2
2744,3-chlorobenzoic acid,250
2745,"1,2,3-trichloro-4,5-dimethoxybenzene",0.27
2746,"1,2,3,4-tetrachloro-5,6-",0.091
2747,"3-chloro-2,6-dimethoxyphenol",42
2748,"3,5-dichloro-2,6-dimethoxyphenol",14
2749,"3,5-dichloro-2-hydroxybenzoic acid",0.13
2750,"3,6-dichloro-2-hydroxybenzoic acid",1300
2751,5-chloro-2-methoxybenzoic acid,2100
2752,2-chloroacetophenone,2.8
2753,"2,2,2’,4’,5’-pentachloroacetophenone",20
2754,tetrachloroterephthaloyl chloride,10
2755,chloroxylenol,19
2756,"4,5,6,7-tetrachloro-1,3-",5.2
2757,"3,4,5-trichloro-2,6-dimethoxyphenol",45
2758,"4,5,6,7-tetrachlorophthalide",18
2759,dicamba,23000
2760,"2,4,5-trichlorophenoxyethanoic acid",170
2761,"1,4-dichloro-2,5-dimethoxybenzene",0.099
2762,"2,3,6-trichlorophenylacetic acid",0.83
2763,4-methoxy-benzoyl chloride,1.3
2764,isobenzan,170
2765,"2-chloro-4-hydroxy-3,5-",91
2766,"2,6-dichloro-4-hydroxy-3,5-",270
2767,"methyl 2,4-dichlorophenoxyethanoate",1.8
2768,"2-(2,4,5-trichlorophenoxy)propanoic",39000
2769,tridiphane,0.19
2770,plifenat,11000
2771,"ethyl 2,4-dichlorophenoxyethanoate",1.2
2772,dacthal,4.4
2773,"4-(2,4-dichlorophenoxy)-butanoic acid",4300
2774,dichlone,9700
2775,4-(4-chloro-2-methylphenoxy)butanoic,3100
2776,triclosan,470
2777,monobutyl tetrachlorophthalate,20000
2778,sucralose,2.5e+13
2779,"1,2,3,4,6-pentachlorodibenzo-p-dioxin",4.5
2780,endrin aldehyde,2.3
2781,clorophene,3700
2782,"1-(4-chlorophenyl)-4,4-dimethyl-3-",1.1
2783,hexachlorophene,0.18
2784,"2,4’-dichlorobenzophenone",9.2
2785,"1-(4-chlorophenyl)-4,4-dimethylpent-",4.8
2786,dichlorophen,8.2e+06
2787,dicofol,41
2788,"bis(2,4-dichlorobenzoyl)peroxide",9.2
2789,dipropyl tetrachlorophthalate,47
2790,2-(4-chlorobenzoyl)benzoic acid,340000
2791,"1-chloro-9,10-anthracenedione",4200
2792,"4,4’-(1-methylethylidene)bis(2,6-",3.5e+06
2793,methoxychlor,49
2794,diclofop-methyl,5
2795,chlorobenzilate,140
2796,chloropropylate,1200
2797,1-(2-(2-chloroethoxy)ethoxy)-4-,0.53
2798,fenofibrate,2200
2799,spirodiclofen,170
2800,permethrin,4.1
2801,chlormadinone acetate,18000
2802,"3,4,5,6-tetrachlorophthalic acid bis(2-",2.8
2803,endosulfan alcohol,7700
2804,chlorendic anhydride,110
2805,"1,4,5,6,7,7-hexachloro-",3.3e+08
2806,heptachlorepoxide,0.48
2807,dieldrin,1
2808,endrin,1.6
2809,"1,4,5,6,7,7-",580
2810,di-2-ethylhexyl chlorendate,60
2811,2-chlorodiphenyl ether,0.031
2812,3-chlorodiphenyl ether,0.12
2813,4-chlorodiphenyl ether,0.11
2814,"2,3-dichlorodiphenyl ether",0.24
2815,"2,4-dichlorodiphenyl ether",0.19
2816,"2,4’-dichlorodiphenyl ether",0.032
2817,"2,5-dichlorodiphenyl ether",0.079
2818,"2,6-dichlorodiphenyl ether",0.05
2819,"3,4-dichlorodiphenyl ether",0.11
2820,"3,4’-dichlorodiphenyl ether",0.13
2821,"3,5-dichlorodiphenyl ether",0.065
2822,"4,4’-dichlorodiphenyl ether",0.21
2823,"2,2’,4-trichlorodiphenyl ether",0.45
2824,"2,3,4-trichlorodiphenyl ether",0.28
2825,"2,3,4’-trichlorodiphenyl ether",0.32
2826,"2,3,5-trichlorodiphenyl ether",0.22
2827,"2,3,6-trichlorodiphenyl ether",0.3
2828,"2,3’,4-trichlorodiphenyl ether",0.15
2829,"2,4,4’-trichlorodiphenyl ether",0.03
2830,"2,4,5-trichlorodiphenyl ether",0.0089
2831,"2,4,6-trichlorodiphenyl ether",0.014
2832,"2,4’,5-trichlorodiphenyl ether",0.16
2833,"2,4’,6-trichlorodiphenyl ether",0.042
2834,"2,3’,4’-trichlorodiphenyl ether",0.34
2835,"3,3’,4-trichlorodiphenyl ether",0.22
2836,"3,4,4’-trichlorodiphenyl ether",0.16
2837,"3,4,5-trichlorodiphenyl ether",0.0091
2838,"3,4’,5-trichlorodiphenyl ether",0.16
2839,"2,2’,3,4-tetrachlorodiphenyl ether",0.055
2840,"2,2’,3,4’-tetrachlorodiphenyl ether",0.058
2841,"2,2’,4,4’-tetrachlorodiphenyl ether",0.29
2842,"2,2’,4,5-tetrachlorodiphenyl ether",0.016
2843,"2,2’,4,5’-tetrachlorodiphenyl ether",0.026
2844,"2,3,3’,4-tetrachlorodiphenyl ether",0.023
2845,"2,3,3’,4’-tetrachlorodiphenyl ether",0.044
2846,"2,3,4,4’-tetrachlorodiphenyl ether",0.036
2847,"2,3,4,5-tetrachlorodiphenyl ether",0.0066
2848,"2,3,4,6-tetrachlorodiphenyl ether",0.0091
2849,"2,3,4’,5-tetrachlorodiphenyl ether",0.015
2850,"2,3,4’,6-tetrachlorodiphenyl ether",0.038
2851,"2,3,5,6-tetrachlorodiphenyl ether",0.0093
2852,"2,3’,4,4’-tetrachlorodiphenyl ether",0.025
2853,"2,3’,4,5-tetrachlorodiphenyl ether",0.0089
2854,"2,3’,4,5’-tetrachlorodiphenyl ether",0.01
2855,"2,3’,4’,5-tetrachlorodiphenyl ether",0.018
2856,"2,3’,4’,6-tetrachlorodiphenyl ether",0.046
2857,"2,4,4’,5-tetrachlorodiphenyl ether",0.019
2858,"2,4,4’,6-tetrachlorodiphenyl ether",0.017
2859,"3,3’,4,4’-tetrachlorodiphenyl ether",0.041
2860,"3,3’,4,5’-tetrachlorodiphenyl ether",0.01
2861,"3,4,4’,5-tetrachlorodiphenyl ether",0.015
2862,"2,2’,3,3’,4-pentachlorodiphenyl ether",0.083
2863,"2,2’,3,4,4’-pentachlorodiphenyl ether",0.052
2864,"2,2’,3,4,5’-pentachlorodiphenyl ether",0.022
2865,"2,2’,3,4,6’-pentachlorodiphenyl ether",0.065
2866,"2,2’,3,4’,5-pentachlorodiphenyl ether",0.015
2867,"2,2’,3,4’,6-pentachlorodiphenyl ether",0.039
2868,"2,2’,3,4’,5’-pentachlorodiphenyl ether",0.33
2869,"2,2’,4,4’,5-pentachlorodiphenyl ether",0.018
2870,"2,2’,4,4’,6-pentachlorodiphenyl ether",0.021
2871,"2,2’,4,5,5’-pentachlorodiphenyl ether",0.016
2872,"2,2’,4,5,6’-pentachlorodiphenyl ether",0.037
2873,"2,3,3’,4,4’-pentachlorodiphenyl ether",0.042
2874,"2,3,3’,4,5’-pentachlorodiphenyl ether",0.015
2875,"2,3,3’,4,6-pentachlorodiphenyl ether",0.014
2876,"2,3,3’,4’,6-pentachlorodiphenyl ether",0.036
2877,"2,3,4,4’,5-pentachlorodiphenyl ether",0.012
2878,"2,3,4,4’,6-pentachlorodiphenyl ether",0.011
2879,"2,3,4,5,6-pentachlorodiphenyl ether",0.0066
2880,"2,3,4’,5,6-pentachlorodiphenyl ether",0.011
2881,"2,3’,4,4’,5-pentachlorodiphenyl ether",0.15
2882,"2,3’,4,4’,6-pentachlorodiphenyl ether",0.013
2883,"2,3’,4,5,5’-pentachlorodiphenyl ether",0.0048
2884,"2,3’,4,4’,5’-pentachlorodiphenyl ether",0.013
2885,"3,3’,4,4’,5-pentachlorodiphenyl ether",0.01
2886,"2,2’,3,3’,4,4’-hexachlorodiphenyl ether",0.083
2887,"2,2’,3,3’,4,5’-hexachlorodiphenyl ether",0.015
2888,"2,2’,3,3’,4,6’-hexachlorodiphenyl ether",0.062
2889,"2,2’,3,4,4’,5-hexachlorodiphenyl ether",0.018
2890,"2,2’,3,4,4’,5’-hexachlorodiphenyl ether",0.029
2891,"2,2’,3,4,4’,6-hexachlorodiphenyl ether",0.0098
2892,"2,2’,3,4,4’,6’-hexachlorodiphenyl ether",0.03
2893,"2,2’,3,4’,5,5’-hexachlorodiphenyl ether",0.01
2894,"2,2’,3,4’,5,6-hexachlorodiphenyl ether",0.1
2895,"2,2’,3,4’,5’,6-hexachlorodiphenyl ether",0.031
2896,"2,2’,4,4’,5,5’-hexachlorodiphenyl ether",0.013
2897,"2,2’,4,4’,5,6’-hexachlorodiphenyl ether",0.014
2898,"2,3,3’,4,4’,5-hexachlorodiphenyl ether",0.012
2899,"2,3,3’,4,4’,5’-hexachlorodiphenyl ether",0.028
2900,"2,3,3’,4’,5,6-hexachlorodiphenyl ether",0.016
2901,"2,3,4,4’,5,6-hexachlorodiphenyl ether",0.005
2902,"2,2’,3,3’,4,4’,5-heptachlorodiphenyl",0.02
2903,"2,2’,3,3’,4,5,6’-heptachlorodiphenyl",0.018
2904,"2,2’,3,3’,4,5’,6’-heptachlorodiphenyl",0.014
2905,"2,2’,3,4,4’,5,5’-heptachlorodiphenyl",0.5
2906,"2,2’,3,4,4’,5,6-heptachlorodiphenyl",0.0034
2907,"2,2’,3,4,4’,5,6’-heptachlorodiphenyl",0.0033
2908,"2,2’,3,4,4’,6,6’-heptachlorodiphenyl",0.2
2909,"2,2’,3,4’,5,5’,6-heptachlorodiphenyl",0.0074
2910,"2,3,3’,4,4’,5,5’-heptachlorodiphenyl",0.0062
2911,"2,3,3’,4,4’,5,6-heptachlorodiphenyl",0.0058
2912,"2,2’,3,3’,4,4’,5,5’-octachlorodiphenyl",0.0043
2913,"2,2’,3,3’,4,4’,5,6-octachlorodiphenyl",0.0018
2914,"2,2’,3,3’,4,4’,5,6’-octachlorodiphenyl",0.0087
2915,"2,2’,3,3’,4,4’,6,6’-octachlorodiphenyl",0.77
2916,"2,2’,3,3’,4,5,5’,6’-octachlorodiphenyl",0.0026
2917,"2,2’,3,4,4’,5,5’,6-octachlorodiphenyl",0.0023
2918,decachlorodiphenyl ether,7.1e-05
2919,1-chlorodibenzofuran,0.083
2920,2-chlorodibenzofuran,0.11
2921,3-chlorodibenzofuran,0.13
2922,4-chlorodibenzofuran,0.089
2923,"1,2-dichlorodibenzofuran",0.15
2924,"1,3-dichlorodibenzofuran",0.2
2925,"1,4-dichlorodibenzofuran",0.15
2926,"1,6-dichlorodibenzofuran",0.14
2927,"1,7-dichlorodibenzofuran",0.19
2928,"1,8-dichlorodibenzofuran",0.25
2929,"1,9-dichlorodibenzofuran",0.2
2930,"2,3-dichlorodibenzofuran",0.23
2931,"2,4-dichlorodibenzofuran",0.19
2932,"2,6-dichlorodibenzofuran",0.18
2933,"2,7-dichlorodibenzofuran",0.2
2934,"2,8-dichlorodibenzofuran",0.16
2935,"3,4-dichlorodibenzofuran",0.19
2936,"3,6-dichlorodibenzofuran",0.22
2937,"3,7-dichlorodibenzofuran",0.3
2938,"4,6-dichlorodibenzofuran",0.22
2939,"1,2,3-trichlorodibenzofuran",0.29
2940,"1,2,4-trichlorodibenzofuran",0.25
2941,"1,2,6-trichlorodibenzofuran",0.23
2942,"1,2,7-trichlorodibenzofuran",0.23
2943,"1,2,8-trichlorodibenzofuran",0.39
2944,"1,2,9-trichlorodibenzofuran",0.48
2945,"1,3,4-trichlorodibenzofuran",0.28
2946,"1,3,6-trichlorodibenzofuran",0.33
2947,"1,3,7-trichlorodibenzofuran",0.41
2948,"1,3,8-trichlorodibenzofuran",0.42
2949,"1,3,9-trichlorodibenzofuran",0.44
2950,"1,4,6-trichlorodibenzofuran",0.35
2951,"1,4,7-trichlorodibenzofuran",0.32
2952,"1,4,8-trichlorodibenzofuran",0.39
2953,"1,4,9-trichlorodibenzofuran",0.35
2954,"2,3,4-trichlorodibenzofuran",0.31
2955,"2,3,6-trichlorodibenzofuran",0.34
2956,"2,3,7-trichlorodibenzofuran",0.35
2957,"2,3,8-trichlorodibenzofuran",0.31
2958,"2,3,9-trichlorodibenzofuran",0.46
2959,"2,4,6-trichlorodibenzofuran",0.42
2960,"2,4,7-trichlorodibenzofuran",0.31
2961,"2,4,8-trichlorodibenzofuran",0.32
2962,"2,4,9-trichlorodibenzofuran",0.41
2963,"3,4,6-trichlorodibenzofuran",0.43
2964,"3,4,7-trichlorodibenzofuran",0.39
2965,"3,4,8-trichlorodibenzofuran",0.25
2966,"3,4,9-trichlorodibenzofuran",0.27
2967,"1,2,3,4-tetrachlorodibenzofuran",0.36
2968,"1,2,3,6-tetrachlorodibenzofuran",0.41
2969,"1,2,3,7-tetrachlorodibenzofuran",0.39
2970,"1,2,3,8-tetrachlorodibenzofuran",0.5
2971,"1,2,3,9-tetrachlorodibenzofuran",0.79
2972,"1,2,4,6-tetrachlorodibenzofuran",0.51
2973,"1,2,4,7-tetrachlorodibenzofuran",0.35
2974,"1,2,4,8-tetrachlorodibenzofuran",0.55
2975,"1,2,4,9-tetrachlorodibenzofuran",0.74
2976,"1,2,6,7-tetrachlorodibenzofuran",0.28
2977,"1,2,6,8-tetrachlorodibenzofuran",0.55
2978,"1,2,6,9-tetrachlorodibenzofuran",0.71
2979,"1,2,7,8-tetrachlorodibenzofuran",1.1
2980,"1,2,7,9-tetrachlorodibenzofuran",0.69
2981,"1,2,8,9-tetrachlorodibenzofuran",0.95
2982,"1,3,4,6-tetrachlorodibenzofuran",0.63
2983,"1,3,4,7-tetrachlorodibenzofuran",0.51
2984,"1,3,4,8-tetrachlorodibenzofuran",0.5
2985,"1,3,4,9-tetrachlorodibenzofuran",0.58
2986,"1,3,6,7-tetrachlorodibenzofuran",0.51
2987,"1,3,6,8-tetrachlorodibenzofuran",0.62
2988,"1,3,6,9-tetrachlorodibenzofuran",0.68
2989,"1,3,7,8-tetrachlorodibenzofuran",0.65
2990,"1,3,7,9-tetrachlorodibenzofuran",0.79
2991,"1,4,6,7-tetrachlorodibenzofuran",0.59
2992,"1,4,6,8-tetrachlorodibenzofuran",0.85
2993,"1,4,6,9-tetrachlorodibenzofuran",0.79
2994,"1,4,7,8-tetrachlorodibenzofuran",0.65
2995,"1,6,7,8-tetrachlorodibenzofuran",0.58
2996,"2,3,4,6-tetrachlorodibenzofuran",0.62
2997,"2,3,4,7-tetrachlorodibenzofuran",0.44
2998,"2,3,4,8-tetrachlorodibenzofuran",0.35
2999,"2,3,6,7-tetrachlorodibenzofuran",0.41
3000,"2,3,6,8-tetrachlorodibenzofuran",0.42
3001,"2,3,7,8-tetrachlorodibenzofuran",0.59
3002,"2,4,6,7-tetrachlorodibenzofuran",0.54
3003,"2,4,6,8-tetrachlorodibenzofuran",0.66
3004,"3,4,6,7-tetrachlorodibenzofuran",0.71
3005,"1,2,3,4,6-pentachlorodibenzofuran",0.71
3006,"1,2,3,4,7-pentachlorodibenzofuran",0.45
3007,"1,2,3,4,8-pentachlorodibenzofuran",0.55
3008,"1,2,3,4,9-pentachlorodibenzofuran",0.98
3009,"1,2,3,6,7-pentachlorodibenzofuran",0.42
3010,"1,2,3,6,8-pentachlorodibenzofuran",0.65
3011,"1,2,3,6,9-pentachlorodibenzofuran",1.1
3012,"1,2,3,7,8-pentachlorodibenzofuran",0.00087
3013,"1,2,3,7,9-pentachlorodibenzofuran",1
3014,"1,2,3,8,9-pentachlorodibenzofuran",2
3015,"1,2,4,6,7-pentachlorodibenzofuran",0.58
3016,"1,2,4,6,8-pentachlorodibenzofuran",1
3017,"1,2,4,6,9-pentachlorodibenzofuran",1.5
3018,"1,2,4,7,8-pentachlorodibenzofuran",0.62
3019,"1,2,4,7,9-pentachlorodibenzofuran",0.98
3020,"1,2,4,8,9-pentachlorodibenzofuran",1.3
3021,"1,2,6,7,9-pentachlorodibenzofuran",0.79
3022,"1,3,4,6,7-pentachlorodibenzofuran",0.89
3023,"1,3,4,6,8-pentachlorodibenzofuran",1
3024,"1,3,4,6,9-pentachlorodibenzofuran",1.2
3025,"1,3,4,7,8-pentachlorodibenzofuran",0.71
3026,"1,3,4,7,9-pentachlorodibenzofuran",0.95
3027,"1,4,6,7,8-pentachlorodibenzofuran",1.1
3028,"2,3,4,6,7-pentachlorodibenzofuran",0.69
3029,"2,3,4,6,8-pentachlorodibenzofuran",0.66
3030,"2,3,4,7,8-pentachlorodibenzofuran",2
3031,"2,3,4,8,9-pentachlorodibenzofuran",0.52
3032,"1,2,3,4,6,7-hexachlorodibenzofuran",0.68
3033,"1,2,3,4,6,8-hexachlorodibenzofuran",0.00024
3034,"1,2,3,4,6,9-hexachlorodibenzofuran",1.8
3035,"1,2,3,4,7,8-hexachlorodibenzofuran",0.69
3036,"1,2,3,4,7,9-hexachlorodibenzofuran",1.1
3037,"1,2,3,4,8,9-hexachlorodibenzofuran",2.7
3038,"1,2,3,6,7,8-hexachlorodibenzofuran",0.91
3039,"1,2,3,6,7,9-hexachlorodibenzofuran",1
3040,"1,2,3,6,8,9-hexachlorodibenzofuran",1.3
3041,"1,2,3,7,8,9-hexachlorodibenzofuran",0.00063
3042,"1,2,4,6,7,8-hexachlorodibenzofuran",0.00032
3043,"1,2,4,6,7,9-hexachlorodibenzofuran",1.5
3044,"1,2,4,6,8,9-hexachlorodibenzofuran",0.00022
3045,"1,3,4,6,7,8-hexachlorodibenzofuran",1.1
3046,"1,3,4,6,7,9-hexachlorodibenzofuran",1.6
3047,"2,3,4,6,7,8-hexachlorodibenzofuran",0.00036
3048,"1,2,3,4,6,7,9-heptachlorodibenzofuran",1.5
3049,"1,2,3,4,6,8,9-heptachlorodibenzofuran",0.00034
3050,"1,2,3,4,7,8,9-heptachlorodibenzofuran",0.00055
3051,"1-chlorodibenzo[b,e][1,4]dioxin",0.16
3052,"2-chlorodibenzo[b,e][1,4]dioxin",0.79
3053,"1,2-dichlorodibenzo[b,e][1,4]dioxin",0.28
3054,"1,3-dichlorodibenzo[b,e][1,4]dioxin",0.22
3055,"1,4-dichlorodibenzo[b,e][1,4]dioxin",0.24
3056,"1,6-dichlorodibenzo[b,e][1,4]dioxin",0.25
3057,"1,7-dichlorodibenzo[b,e][1,4]dioxin",0.26
3058,"1,8-dichlorodibenzo[b,e][1,4]dioxin",0.26
3059,"1,9-dichlorodibenzo[b,e][1,4]dioxin",0.26
3060,"2,3-dichlorodibenzo[b,e][1,4]dioxin",0.15
3061,"2,7-dichlorodibenzo[b,e][1,4]dioxin",0.17
3062,"2,8-dichlorodibenzo[b,e][1,4]dioxin",0.47
3063,"1,2,3-trichlorodibenzo[b,e][1,4]dioxin",0.5
3064,"1,2,4-trichlorodibenzo[b,e][1,4]dioxin",0.27
3065,"1,2,6-trichlorodibenzo[b,e][1,4]dioxin",0.5
3066,"1,2,7-trichlorodibenzo[b,e][1,4]dioxin",0.51
3067,"1,2,8-trichlorodibenzo[b,e][1,4]dioxin",0.51
3068,"1,2,9-trichlorodibenzo[b,e][1,4]dioxin",0.52
3069,"1,3,6-trichlorodibenzo[b,e][1,4]dioxin",0.42
3070,"1,3,7-trichlorodibenzo[b,e][1,4]dioxin",0.43
3071,"1,3,8-trichlorodibenzo[b,e][1,4]dioxin",0.43
3072,"1,3,9-trichlorodibenzo[b,e][1,4]dioxin",0.44
3073,"1,4,6-trichlorodibenzo[b,e][1,4]dioxin",0.44
3074,"1,4,7-trichlorodibenzo[b,e][1,4]dioxin",0.45
3075,"1,7,8-trichlorodibenzo[b,e][1,4]dioxin",0.49
3076,"2,3,7-trichlorodibenzo[b,e][1,4]dioxin",0.49
3077,"1,2,3,4-",0.5
3078,"1,2,3,6-",0.87
3079,"1,2,3,7-",1.3
3080,"1,2,3,8-",0.87
3081,"1,2,3,9-",0.91
3082,"1,2,4,6-",0.81
3083,"1,2,4,7-",0.78
3084,"1,2,4,8-",0.78
3085,"1,2,4,9-",0.81
3086,"1,2,6,7-",0.95
3087,"1,2,6,8-",0.81
3088,"1,2,6,9-",0.87
3089,"1,2,7,8-",0.78
3090,"1,2,7,9-",0.83
3091,"1,2,8,9-",0.98
3092,"1,3,6,8-",0.14
3093,"1,3,6,9-",0.74
3094,"1,3,7,8-",0.78
3095,"1,3,7,9-",0.71
3096,"1,4,6,9-",0.79
3097,"1,4,7,8-",0.81
3098,"2,3,7,8-",0.2
3099,"1,2,3,4,6-",1.5
3100,"1,2,3,4,7-",3.8
3101,"1,2,3,6,7-",1.5
3102,"1,2,3,6,8-",1.3
3103,"1,2,3,7,8-",5.2e-05
3104,"1,2,4,6,7-",1.4
3105,"1,2,4,6,8-",1.2
3106,"1,2,4,6,9-",1.3
3107,"1,2,4,7,8-",1.3
3108,"1,3,4,6,7-",1.4
3109,"1,3,4,6,8-",1.2
3110,"1,4,6,7,8-",1.4
3111,"2,3,4,6,7-",1.5
3112,"2,3,4,6,8-",1.3
3113,"1,2,3,4,6,7-",2.5
3114,"1,2,3,4,6,8-",2.2
3115,"1,2,3,4,6,9-",2.3
3116,"1,2,3,4,7,8-",3
3117,"1,2,3,6,7,8-",6.2e-05
3118,"1,2,3,7,8,9-",0.25
3119,"1,2,4,6,7,8-",2.2
3120,"1,2,4,6,7,9-",2.1
3121,"1,3,4,6,7,8-",2.2
3122,"1,3,4,6,7,9-",2
3123,"2,3,4,6,7,8-",2.4
3124,"1,2,3,4,6,7,8-",7.5
3125,"1,2,3,4,6,7,9-",3.4
3126,"octachlorodibenzo[b,e][1,4]dioxin",1.5
3127,cyanogen chloride,0.012
3128,chloroacetonitrile,0.91
3129,dichloroacetonitrile,2.6
3130,trichloroacetonitrile,7.6
3131,tetramethylammonium chloride,2.3e+06
3132,metformin hydrochloride,1.3e+10
3133,tris(2-chloroethyl)amine,0.53
3134,bis(2-chloroethyl)ethylamine,0.029
3135,cetrimonium chloride,34000
3136,dimethyldioctadecylammonium chlo-,150
3137,1-amino-2-chlorobenzene,1.8
3138,1-amino-3-chlorobenzene,9.8
3139,1-amino-4-chlorobenzene,3.2
3140,"2,3-dichlorobenzenamine",6.2
3141,"2,4-dichlorobenzenamine",6.2
3142,"3,4-dichlorobenzenamine",0.68
3143,"3,5-dichlorobenzenamine",6.2
3144,"2,5-dichlorobenzenamine",6.2
3145,"2,4,5-trichlorobenzenamine",0.13
3146,"2,4,6-trichlorobenzenamine",7.4
3147,"2,3,4,5,6-pentachloroaniline",23
3148,"2,6-dichlorobenzenenitrile",0.48
3149,4-chlorobenzonitrile,0.25
3150,3-chloro-2-methylbenzenamine,6.3
3151,3-chloro-4-methylbenzenamine,4.9
3152,4-chloro-2-methylbenzenamine,4.9
3153,5-chloro-2-methylbenzenamine,6.3
3154,"2,4,5,6-tetrachloro-1,3-dicyanobenzene",0.5
3155,2-chlorobenzalmalononitrile,990
3156,benzyltrimethylammonium chloride,2.9e+08
3157,chlordimeform,29
3158,"4,4’-dichloroazobenzene",1.2
3159,"bis(3,4-dichlorophenyl)diazene",2.2
3160,2-(p-chlorophenyl)-3-,2.3
3161,"3,3’-dichloro-(1,1’-biphenyl)-4,4’-",200
3162,"4,4’-methylenebis(2-",900000
3163,"aniline, 4,4’-(imidocarbonyl)bis-(N,N-",0.35
3164,amitriptyline hydrochloride,140
3165,chlorhexidine,9e+24
3166,malachite green,5.2e+08
3167,tetradecylbenzyldimethyl ammonium,760000
3168,stearyldimethylbenzylammonium chlo-,230000
3169,"2,4,6-trichloro-1,3,5-triazine",20
3170,2-chloropyridine,0.74
3171,3-chloropyridine,0.35
3172,"2,3,4,6-tetrachloropyridine",0.0012
3173,"2,3,5,6-tetrachloropyridine",0.12
3174,pentachloropyridine,0.0016
3175,desethylatrazine,6600
3176,2-chloro-6-(trichloromethyl)-pyridine,0.62
3177,"2,3,4,5-tetrachloro-6-methylpyridine",0.067
3178,2-chloro-5-(trichloromethyl)pyridine,0.62
3179,"2,3-dichloro-5-",0.84
3180,"2,5-dichloro-6-",0.84
3181,"3,4,5-trichloro-2-",72
3182,"2,3,4,5-tetrachloro-6-",1.5
3183,"3,4,5,6-tetrachloropyridine-2-",7.5
3184,"4-amino-3,5,6-trichloropyridine-2-",16000
3185,crimidine,260
3186,simazine,10000
3187,desethylterbuthylazine,2200
3188,atrazine,1900
3189,clonidine,660000
3190,cyprazine,3800
3191,propazine,2100
3192,terbuthylazine,430
3193,cyanazine,3.3e+06
3194,anilazine,35000
3195,"4,7-dichloroquinoline",26
3196,acetamiprid,140
3197,pyrimethamine,91000
3198,penconazole,1200
3199,myclobutanil,2300
3200,"2-chloro-4,6-bis(2,4-dimethylphenyl)-",0.12
3201,trichloronitromethane,0.0047
3202,phosgene oxime,18
3203,"1,1-dichloro-1-nitroethane",0.0077
3204,2-chloroacetamide,2500
3205,symclosene,160000
3206,"1,3-dichloro-5,5-dimethylhydantoin",9.9
3207,carmustine,210000
3208,"2-chloro-N,N-di-2-propenylacetamide",92
3209,"2,2-dichloro-N,N-di-2-",31
3210,lomustine,55000
3211,semustine,39000
3212,dimethazone,0.24
3213,2-chloronitrobenzene,1.1
3214,3-chloronitrobenzene,0.73
3215,4-chloronitrobenzene,2
3216,"1,2-dichloro-4-nitrobenzene",1.2
3217,"1,4-dichloro-2-nitrobenzene",0.82
3218,"2,3-dichloronitrobenzene",0.82
3219,"2,4-dichloronitrobenzene",0.31
3220,"3,5-dichloronitrobenzene",0.84
3221,pentachloronitrobenzene,2.7
3222,4-chloro-2-nitrophenol,0.78
3223,2-chloro-4-nitrobenzenamine,1000
3224,2-chloro-5-nitrobenzenamine,1800
3225,"4-chloro-2,6-dinitrobenzenamine",76
3226,"1-chloro-2,4-dinitrobenzene",4
3227,"1-chloro-2,6-dinitrobenzene",0.16
3228,"2-chloro-1,3,5-trinitrobenzene",39000
3229,"2,3,4-trichloronitrobenzene",1.1
3230,"2,3,4,5-tetrachloronitrobenzene",0.43
3231,"1,2,4,5-tetrachloronitrobenzene",0.43
3232,4-chloro-2-nitrobenzenamine,82
3233,4-chloro-3-nitrobenzenamine,1800
3234,botran,120
3235,"3,5-dichlorophenyl isocyanate",0.077
3236,4-chloro-3-nitrobenzoic acid,31000
